variant,continent,year,totalsurvivors_under_one_yearage
estimates,935,1950,51812.738
estimates,935,1951,51662.244
estimates,935,1952,51467.417
estimates,935,1953,51482.986
estimates,935,1954,51709.84
estimates,935,1955,52148.321
estimates,935,1956,52797.526
estimates,935,1957,53650.037
estimates,935,1958,54695.954
estimates,935,1959,55923.339
estimates,935,1960,57313.992
estimates,935,1961,58843.501
estimates,935,1962,60477.075
estimates,935,1963,62166.917
estimates,935,1964,63854.469
estimates,935,1965,65470.509
estimates,935,1966,66948.994
estimates,935,1967,68246.355
estimates,935,1968,69324.105
estimates,935,1969,70147.706
estimates,935,1970,70666.827
estimates,935,1971,70845.263
estimates,935,1972,70728.773
estimates,935,1973,70396.166
estimates,935,1974,69931.036
estimates,935,1975,69450.859
estimates,935,1976,69080.72
estimates,935,1977,68917.799
estimates,935,1978,69037.607
estimates,935,1979,69487.772
estimates,935,1980,70327.358
estimates,935,1981,71585.903
estimates,935,1982,73169.689
estimates,935,1983,74944.346
estimates,935,1984,76783.1
estimates,935,1985,78503.327
estimates,935,1986,79915.948
estimates,935,1987,80903.519
estimates,935,1988,81395.069
estimates,935,1989,81363.276
estimates,935,1990,80820.02
estimates,935,1991,79832.508
estimates,935,1992,78566.878
estimates,935,1993,77188.912
estimates,935,1994,75808.892
estimates,935,1995,74533.647
estimates,935,1996,73439.818
estimates,935,1997,72539.54
estimates,935,1998,71839.921
estimates,935,1999,71363.02
estimates,935,2000,71116.272
estimates,935,2001,71083.752
estimates,935,2002,71207.132
estimates,935,2003,71427.761
estimates,935,2004,71708.684
estimates,935,2005,72019.787
estimates,935,2006,72341.706
estimates,935,2007,72664.433
estimates,935,2008,72972.116
estimates,935,2009,73240.138
estimates,935,2010,73447.802
estimates,935,2011,73582.75
estimates,935,2012,73644.98
estimates,935,2013,73633.023
estimates,935,2014,73539.387
estimates,935,2015,73351.475
medium_variant,935,2015,73351.475
medium_variant,935,2016,73058.509
medium_variant,935,2017,72666.74
medium_variant,935,2018,72190.045
medium_variant,935,2019,71644.564
medium_variant,935,2020,71050.272
medium_variant,935,2021,70428.638
medium_variant,935,2022,69802.687
medium_variant,935,2023,69194.883
medium_variant,935,2024,68623.603
medium_variant,935,2025,68103.575
medium_variant,935,2026,67641.485
medium_variant,935,2027,67229.538
medium_variant,935,2028,66860.064
medium_variant,935,2029,66531.397
medium_variant,935,2030,66241.135
medium_variant,935,2031,65985.574
medium_variant,935,2032,65757.386
medium_variant,935,2033,65548.556
medium_variant,935,2034,65352.387
medium_variant,935,2035,65164.348
medium_variant,935,2036,64982.267
medium_variant,935,2037,64804.81
medium_variant,935,2038,64628.739
medium_variant,935,2039,64448.521
medium_variant,935,2040,64258.78
medium_variant,935,2041,64055.357
medium_variant,935,2042,63836.05
medium_variant,935,2043,63598.587
medium_variant,935,2044,63340.18
medium_variant,935,2045,63058.132
medium_variant,935,2046,62751.027
medium_variant,935,2047,62420.901
medium_variant,935,2048,62070.445
medium_variant,935,2049,61701.643
medium_variant,935,2050,61314.866
medium_variant,935,2051,60909.972
medium_variant,935,2052,60489.964
medium_variant,935,2053,60060.056
medium_variant,935,2054,59626.612
medium_variant,935,2055,59196.946
medium_variant,935,2056,58777.888
medium_variant,935,2057,58374.387
medium_variant,935,2058,57990.851
medium_variant,935,2059,57631.027
medium_variant,935,2060,57297.823
medium_variant,935,2061,56991.937
medium_variant,935,2062,56709.395
medium_variant,935,2063,56445.819
medium_variant,935,2064,56198.468
medium_variant,935,2065,55964.998
medium_variant,935,2066,55743.41
medium_variant,935,2067,55531.045
medium_variant,935,2068,55324.544
medium_variant,935,2069,55120.248
medium_variant,935,2070,54915.015
medium_variant,935,2071,54706.751
medium_variant,935,2072,54494.648
medium_variant,935,2073,54277.543
medium_variant,935,2074,54053.54
medium_variant,935,2075,53820.648
medium_variant,935,2076,53577.501
medium_variant,935,2077,53324.707
medium_variant,935,2078,53063.385
medium_variant,935,2079,52794.41
medium_variant,935,2080,52518.674
medium_variant,935,2081,52237.25
medium_variant,935,2082,51952.152
medium_variant,935,2083,51665.757
medium_variant,935,2084,51380.289
medium_variant,935,2085,51097.557
medium_variant,935,2086,50818.742
medium_variant,935,2087,50544.481
medium_variant,935,2088,50275.719
medium_variant,935,2089,50013.889
medium_variant,935,2090,49760.081
medium_variant,935,2091,49514.951
medium_variant,935,2092,49278.845
medium_variant,935,2093,49051.937
medium_variant,935,2094,48834.213
medium_variant,935,2095,48625.75
medium_variant,935,2096,48426.607
medium_variant,935,2097,48236.735
medium_variant,935,2098,48056.118
medium_variant,935,2099,47884.77
