variant,continent,year,gender,childdependencyratio1564
estimates,903,1950,male,75.539
estimates,903,1951,male,76.395
estimates,903,1952,male,77.012
estimates,903,1953,male,77.455
estimates,903,1954,male,77.771
estimates,903,1955,male,77.984
estimates,903,1956,male,79.056
estimates,903,1957,male,79.864
estimates,903,1958,male,80.47
estimates,903,1959,male,80.921
estimates,903,1960,male,81.239
estimates,903,1961,male,82.282
estimates,903,1962,male,83.081
estimates,903,1963,male,83.665
estimates,903,1964,male,84.047
estimates,903,1965,male,84.234
estimates,903,1966,male,85.036
estimates,903,1967,male,85.498
estimates,903,1968,male,85.705
estimates,903,1969,male,85.748
estimates,903,1970,male,85.68
estimates,903,1971,male,86.222
estimates,903,1972,male,86.563
estimates,903,1973,male,86.733
estimates,903,1974,male,86.756
estimates,903,1975,male,86.66
estimates,903,1976,male,87.046
estimates,903,1977,male,87.242
estimates,903,1978,male,87.304
estimates,903,1979,male,87.282
estimates,903,1980,male,87.197
estimates,903,1981,male,87.702
estimates,903,1982,male,87.999
estimates,903,1983,male,88.117
estimates,903,1984,male,88.075
estimates,903,1985,male,87.887
estimates,903,1986,male,88.139
estimates,903,1987,male,88.167
estimates,903,1988,male,87.996
estimates,903,1989,male,87.636
estimates,903,1990,male,87.089
estimates,903,1991,male,86.828
estimates,903,1992,male,86.316
estimates,903,1993,male,85.605
estimates,903,1994,male,84.757
estimates,903,1995,male,83.816
estimates,903,1996,male,83.301
estimates,903,1997,male,82.678
estimates,903,1998,male,81.971
estimates,903,1999,male,81.195
estimates,903,2000,male,80.369
estimates,903,2001,male,79.937
estimates,903,2002,male,79.411
estimates,903,2003,male,78.843
estimates,903,2004,male,78.287
estimates,903,2005,male,77.771
estimates,903,2006,male,77.584
estimates,903,2007,male,77.358
estimates,903,2008,male,77.105
estimates,903,2009,male,76.839
estimates,903,2010,male,76.569
estimates,903,2011,male,76.437
estimates,903,2012,male,76.281
estimates,903,2013,male,76.081
estimates,903,2014,male,75.797
estimates,903,2015,male,75.407
medium_variant,903,2015,male,75.407
medium_variant,903,2016,male,75.171
medium_variant,903,2017,male,74.745
medium_variant,903,2018,male,74.186
medium_variant,903,2019,male,73.563
medium_variant,903,2020,male,72.91
medium_variant,903,2021,male,72.26
medium_variant,903,2022,male,71.608
medium_variant,903,2023,male,70.914
medium_variant,903,2024,male,70.128
medium_variant,903,2025,male,69.242
medium_variant,903,2026,male,68.471
medium_variant,903,2027,male,67.6
medium_variant,903,2028,male,66.671
medium_variant,903,2029,male,65.74
medium_variant,903,2030,male,64.84
medium_variant,903,2031,male,64.09
medium_variant,903,2032,male,63.346
medium_variant,903,2033,male,62.612
medium_variant,903,2034,male,61.882
medium_variant,903,2035,male,61.155
medium_variant,903,2036,male,60.552
medium_variant,903,2037,male,59.938
medium_variant,903,2038,male,59.317
medium_variant,903,2039,male,58.694
medium_variant,903,2040,male,58.07
medium_variant,903,2041,male,57.541
medium_variant,903,2042,male,56.996
medium_variant,903,2043,male,56.437
medium_variant,903,2044,male,55.865
medium_variant,903,2045,male,55.282
medium_variant,903,2046,male,54.772
medium_variant,903,2047,male,54.242
medium_variant,903,2048,male,53.694
medium_variant,903,2049,male,53.129
medium_variant,903,2050,male,52.552
medium_variant,903,2051,male,52.04
medium_variant,903,2052,male,51.51
medium_variant,903,2053,male,50.964
medium_variant,903,2054,male,50.405
medium_variant,903,2055,male,49.838
medium_variant,903,2056,male,49.337
medium_variant,903,2057,male,48.82
medium_variant,903,2058,male,48.294
medium_variant,903,2059,male,47.764
