variant,country,year,infantmortalityper1000livebirth
estimates,8,1950,151.1
estimates,8,1951,149.694
estimates,8,1952,146.72
estimates,8,1953,143.42
estimates,8,1954,139.792
estimates,8,1955,135.841
estimates,8,1956,131.575
estimates,8,1957,127.017
estimates,8,1958,122.203
estimates,8,1959,117.191
estimates,8,1960,112.057
estimates,8,1961,106.884
estimates,8,1962,101.764
estimates,8,1963,96.78
estimates,8,1964,91.987
estimates,8,1965,87.4
estimates,8,1966,82.989
estimates,8,1967,78.707
estimates,8,1968,74.53
estimates,8,1969,70.482
estimates,8,1970,66.601
estimates,8,1971,62.932
estimates,8,1972,59.523
estimates,8,1973,56.415
estimates,8,1974,53.637
estimates,8,1975,51.233
estimates,8,1976,49.242
estimates,8,1977,47.636
estimates,8,1978,46.362
estimates,8,1979,45.361
estimates,8,1980,44.556
estimates,8,1981,43.864
estimates,8,1982,43.203
estimates,8,1983,42.5
estimates,8,1984,41.697
estimates,8,1985,40.744
estimates,8,1986,39.621
estimates,8,1987,38.366
estimates,8,1988,37.027
estimates,8,1989,35.631
estimates,8,1990,34.224
estimates,8,1991,32.86
estimates,8,1992,31.579
estimates,8,1993,30.404
estimates,8,1994,29.341
estimates,8,1995,28.374
estimates,8,1996,27.468
estimates,8,1997,26.574
estimates,8,1998,25.656
estimates,8,1999,24.701
estimates,8,2000,23.705
estimates,8,2001,22.673
estimates,8,2002,21.634
estimates,8,2003,20.616
estimates,8,2004,19.638
estimates,8,2005,18.723
estimates,8,2006,17.894
estimates,8,2007,17.156
estimates,8,2008,16.51
estimates,8,2009,15.953
estimates,8,2010,15.475
estimates,8,2011,15.061
estimates,8,2012,14.687
estimates,8,2013,14.332
estimates,8,2014,13.983
estimates,8,2015,13.63
medium_variant,8,2015,13.63
medium_variant,8,2016,13.271
medium_variant,8,2017,12.913
medium_variant,8,2018,12.56
medium_variant,8,2019,12.214
medium_variant,8,2020,11.874
medium_variant,8,2021,11.544
medium_variant,8,2022,11.227
medium_variant,8,2023,10.923
medium_variant,8,2024,10.634
medium_variant,8,2025,10.357
medium_variant,8,2026,10.093
medium_variant,8,2027,9.838
medium_variant,8,2028,9.591
medium_variant,8,2029,9.35
medium_variant,8,2030,9.115
medium_variant,8,2031,8.885
medium_variant,8,2032,8.661
medium_variant,8,2033,8.443
medium_variant,8,2034,8.231
medium_variant,8,2035,8.025
medium_variant,8,2036,7.825
medium_variant,8,2037,7.632
medium_variant,8,2038,7.445
medium_variant,8,2039,7.265
medium_variant,8,2040,7.091
medium_variant,8,2041,6.921
medium_variant,8,2042,6.757
medium_variant,8,2043,6.597
medium_variant,8,2044,6.441
medium_variant,8,2045,6.29
medium_variant,8,2046,6.145
medium_variant,8,2047,6.006
medium_variant,8,2048,5.872
medium_variant,8,2049,5.745
medium_variant,8,2050,5.623
medium_variant,8,2051,5.506
medium_variant,8,2052,5.392
medium_variant,8,2053,5.28
medium_variant,8,2054,5.171
medium_variant,8,2055,5.063
medium_variant,8,2056,4.958
medium_variant,8,2057,4.855
medium_variant,8,2058,4.755
medium_variant,8,2059,4.658
medium_variant,8,2060,4.563
medium_variant,8,2061,4.471
medium_variant,8,2062,4.382
medium_variant,8,2063,4.295
medium_variant,8,2064,4.21
medium_variant,8,2065,4.127
medium_variant,8,2066,4.046
medium_variant,8,2067,3.967
medium_variant,8,2068,3.89
medium_variant,8,2069,3.814
medium_variant,8,2070,3.74
medium_variant,8,2071,3.666
medium_variant,8,2072,3.594
medium_variant,8,2073,3.522
medium_variant,8,2074,3.451
medium_variant,8,2075,3.382
medium_variant,8,2076,3.313
medium_variant,8,2077,3.246
medium_variant,8,2078,3.181
medium_variant,8,2079,3.117
medium_variant,8,2080,3.055
medium_variant,8,2081,2.995
medium_variant,8,2082,2.936
medium_variant,8,2083,2.879
medium_variant,8,2084,2.823
medium_variant,8,2085,2.769
medium_variant,8,2086,2.717
medium_variant,8,2087,2.667
medium_variant,8,2088,2.618
medium_variant,8,2089,2.572
medium_variant,8,2090,2.528
medium_variant,8,2091,2.486
medium_variant,8,2092,2.446
medium_variant,8,2093,2.407
medium_variant,8,2094,2.37
medium_variant,8,2095,2.334
medium_variant,8,2096,2.3
medium_variant,8,2097,2.267
medium_variant,8,2098,2.236
medium_variant,8,2099,2.207
