variant,country,year,infantmortalityper1000livebirth
estimates,624,1950,182.432
estimates,624,1951,181.848
estimates,624,1952,180.682
estimates,624,1953,179.519
estimates,624,1954,178.36
estimates,624,1955,177.202
estimates,624,1956,176.043
estimates,624,1957,174.874
estimates,624,1958,173.687
estimates,624,1959,172.459
estimates,624,1960,171.17
estimates,624,1961,169.799
estimates,624,1962,168.33
estimates,624,1963,166.76
estimates,624,1964,165.105
estimates,624,1965,163.407
estimates,624,1966,161.721
estimates,624,1967,160.09
estimates,624,1968,158.538
estimates,624,1969,157.063
estimates,624,1970,155.636
estimates,624,1971,154.203
estimates,624,1972,152.708
estimates,624,1973,151.116
estimates,624,1974,149.422
estimates,624,1975,147.636
estimates,624,1976,145.785
estimates,624,1977,143.919
estimates,624,1978,142.083
estimates,624,1979,140.305
estimates,624,1980,138.612
estimates,624,1981,137.023
estimates,624,1982,135.531
estimates,624,1983,134.121
estimates,624,1984,132.782
estimates,624,1985,131.511
estimates,624,1986,130.305
estimates,624,1987,129.138
estimates,624,1988,127.967
estimates,624,1989,126.747
estimates,624,1990,125.398
estimates,624,1991,123.838
estimates,624,1992,122.035
estimates,624,1993,119.997
estimates,624,1994,117.753
estimates,624,1995,115.387
estimates,624,1996,113.008
estimates,624,1997,110.723
estimates,624,1998,108.603
estimates,624,1999,106.671
estimates,624,2000,104.909
estimates,624,2001,103.258
estimates,624,2002,101.625
estimates,624,2003,99.93
estimates,624,2004,98.144
estimates,624,2005,96.249
estimates,624,2006,94.251
estimates,624,2007,92.186
estimates,624,2008,90.087
estimates,624,2009,87.965
estimates,624,2010,85.825
estimates,624,2011,83.666
estimates,624,2012,81.492
estimates,624,2013,79.312
estimates,624,2014,77.14
estimates,624,2015,74.997
medium_variant,624,2015,74.997
medium_variant,624,2016,72.9
medium_variant,624,2017,70.861
medium_variant,624,2018,68.89
medium_variant,624,2019,66.993
medium_variant,624,2020,65.173
medium_variant,624,2021,63.426
medium_variant,624,2022,61.739
medium_variant,624,2023,60.1
medium_variant,624,2024,58.503
medium_variant,624,2025,56.943
medium_variant,624,2026,55.416
medium_variant,624,2027,53.922
medium_variant,624,2028,52.461
medium_variant,624,2029,51.032
medium_variant,624,2030,49.636
medium_variant,624,2031,48.274
medium_variant,624,2032,46.948
medium_variant,624,2033,45.661
medium_variant,624,2034,44.414
medium_variant,624,2035,43.209
medium_variant,624,2036,42.049
medium_variant,624,2037,40.934
medium_variant,624,2038,39.859
medium_variant,624,2039,38.819
medium_variant,624,2040,37.804
medium_variant,624,2041,36.803
medium_variant,624,2042,35.808
medium_variant,624,2043,34.817
medium_variant,624,2044,33.829
medium_variant,624,2045,32.85
medium_variant,624,2046,31.887
medium_variant,624,2047,30.953
medium_variant,624,2048,30.056
medium_variant,624,2049,29.2
medium_variant,624,2050,28.386
medium_variant,624,2051,27.612
medium_variant,624,2052,26.873
medium_variant,624,2053,26.162
medium_variant,624,2054,25.478
medium_variant,624,2055,24.819
medium_variant,624,2056,24.185
medium_variant,624,2057,23.577
medium_variant,624,2058,22.993
medium_variant,624,2059,22.431
medium_variant,624,2060,21.889
medium_variant,624,2061,21.367
medium_variant,624,2062,20.862
medium_variant,624,2063,20.372
medium_variant,624,2064,19.894
medium_variant,624,2065,19.428
medium_variant,624,2066,18.97
medium_variant,624,2067,18.521
medium_variant,624,2068,18.081
medium_variant,624,2069,17.651
medium_variant,624,2070,17.232
medium_variant,624,2071,16.826
medium_variant,624,2072,16.435
medium_variant,624,2073,16.061
medium_variant,624,2074,15.705
medium_variant,624,2075,15.369
medium_variant,624,2076,15.054
medium_variant,624,2077,14.757
medium_variant,624,2078,14.478
medium_variant,624,2079,14.214
medium_variant,624,2080,13.965
medium_variant,624,2081,13.727
medium_variant,624,2082,13.498
medium_variant,624,2083,13.278
medium_variant,624,2084,13.063
medium_variant,624,2085,12.852
medium_variant,624,2086,12.645
medium_variant,624,2087,12.441
medium_variant,624,2088,12.241
medium_variant,624,2089,12.044
medium_variant,624,2090,11.849
medium_variant,624,2091,11.658
medium_variant,624,2092,11.469
medium_variant,624,2093,11.284
medium_variant,624,2094,11.102
medium_variant,624,2095,10.923
medium_variant,624,2096,10.748
medium_variant,624,2097,10.576
medium_variant,624,2098,10.408
medium_variant,624,2099,10.244
