variant,country,year,infantmortalityper1000livebirth
estimates,108,1950,170.351
estimates,108,1951,169.402
estimates,108,1952,167.515
estimates,108,1953,165.651
estimates,108,1954,163.81
estimates,108,1955,161.99
estimates,108,1956,160.188
estimates,108,1957,158.403
estimates,108,1958,156.629
estimates,108,1959,154.857
estimates,108,1960,153.078
estimates,108,1961,151.285
estimates,108,1962,149.48
estimates,108,1963,147.676
estimates,108,1964,145.899
estimates,108,1965,144.223
estimates,108,1966,142.739
estimates,108,1967,141.479
estimates,108,1968,140.433
estimates,108,1969,139.55
estimates,108,1970,138.708
estimates,108,1971,137.748
estimates,108,1972,136.547
estimates,108,1973,135.032
estimates,108,1974,133.197
estimates,108,1975,131.092
estimates,108,1976,128.819
estimates,108,1977,126.532
estimates,108,1978,124.362
estimates,108,1979,122.376
estimates,108,1980,120.579
estimates,108,1981,118.924
estimates,108,1982,117.36
estimates,108,1983,115.883
estimates,108,1984,114.551
estimates,108,1985,113.573
estimates,108,1986,113.206
estimates,108,1987,113.534
estimates,108,1988,114.494
estimates,108,1989,115.906
estimates,108,1990,117.367
estimates,108,1991,118.377
estimates,108,1992,118.548
estimates,108,1993,117.659
estimates,108,1994,115.69
estimates,108,1995,112.82
estimates,108,1996,109.404
estimates,108,1997,105.928
estimates,108,1998,102.778
estimates,108,1999,100.114
estimates,108,2000,97.989
estimates,108,2001,96.32
estimates,108,2002,94.868
estimates,108,2003,93.433
estimates,108,2004,91.956
estimates,108,2005,90.401
estimates,108,2006,88.77
estimates,108,2007,87.108
estimates,108,2008,85.444
estimates,108,2009,83.777
estimates,108,2010,82.098
estimates,108,2011,80.393
estimates,108,2012,78.658
estimates,108,2013,76.893
estimates,108,2014,75.105
estimates,108,2015,73.304
medium_variant,108,2015,73.304
medium_variant,108,2016,71.505
medium_variant,108,2017,69.724
medium_variant,108,2018,67.978
medium_variant,108,2019,66.276
medium_variant,108,2020,64.623
medium_variant,108,2021,63.023
medium_variant,108,2022,61.468
medium_variant,108,2023,59.951
medium_variant,108,2024,58.469
medium_variant,108,2025,57.02
medium_variant,108,2026,55.596
medium_variant,108,2027,54.197
medium_variant,108,2028,52.821
medium_variant,108,2029,51.468
medium_variant,108,2030,50.14
medium_variant,108,2031,48.843
medium_variant,108,2032,47.582
medium_variant,108,2033,46.359
medium_variant,108,2034,45.176
medium_variant,108,2035,44.032
medium_variant,108,2036,42.925
medium_variant,108,2037,41.851
medium_variant,108,2038,40.806
medium_variant,108,2039,39.79
medium_variant,108,2040,38.803
medium_variant,108,2041,37.849
medium_variant,108,2042,36.929
medium_variant,108,2043,36.042
medium_variant,108,2044,35.183
medium_variant,108,2045,34.345
medium_variant,108,2046,33.52
medium_variant,108,2047,32.703
medium_variant,108,2048,31.889
medium_variant,108,2049,31.079
medium_variant,108,2050,30.276
medium_variant,108,2051,29.484
medium_variant,108,2052,28.713
medium_variant,108,2053,27.969
medium_variant,108,2054,27.253
medium_variant,108,2055,26.568
medium_variant,108,2056,25.913
medium_variant,108,2057,25.284
medium_variant,108,2058,24.678
medium_variant,108,2059,24.092
medium_variant,108,2060,23.524
medium_variant,108,2061,22.974
medium_variant,108,2062,22.441
medium_variant,108,2063,21.924
medium_variant,108,2064,21.421
medium_variant,108,2065,20.932
medium_variant,108,2066,20.459
medium_variant,108,2067,20
medium_variant,108,2068,19.556
medium_variant,108,2069,19.126
medium_variant,108,2070,18.706
medium_variant,108,2071,18.294
medium_variant,108,2072,17.89
medium_variant,108,2073,17.491
medium_variant,108,2074,17.101
medium_variant,108,2075,16.722
medium_variant,108,2076,16.36
medium_variant,108,2077,16.017
medium_variant,108,2078,15.697
medium_variant,108,2079,15.398
medium_variant,108,2080,15.119
medium_variant,108,2081,14.857
medium_variant,108,2082,14.605
medium_variant,108,2083,14.36
medium_variant,108,2084,14.119
medium_variant,108,2085,13.88
medium_variant,108,2086,13.643
medium_variant,108,2087,13.409
medium_variant,108,2088,13.18
medium_variant,108,2089,12.955
medium_variant,108,2090,12.736
medium_variant,108,2091,12.521
medium_variant,108,2092,12.311
medium_variant,108,2093,12.107
medium_variant,108,2094,11.908
medium_variant,108,2095,11.715
medium_variant,108,2096,11.528
medium_variant,108,2097,11.346
medium_variant,108,2098,11.171
medium_variant,108,2099,11.001
