variant,country,year,infantmortalityper1000livebirth
estimates,474,1950,87.122
estimates,474,1951,85.48
estimates,474,1952,82.249
estimates,474,1953,79.12
estimates,474,1954,76.095
estimates,474,1955,73.174
estimates,474,1956,70.357
estimates,474,1957,67.643
estimates,474,1958,65.032
estimates,474,1959,62.524
estimates,474,1960,60.117
estimates,474,1961,57.808
estimates,474,1962,55.592
estimates,474,1963,53.458
estimates,474,1964,51.396
estimates,474,1965,49.386
estimates,474,1966,47.412
estimates,474,1967,45.465
estimates,474,1968,43.54
estimates,474,1969,41.637
estimates,474,1970,39.764
estimates,474,1971,37.934
estimates,474,1972,36.165
estimates,474,1973,34.471
estimates,474,1974,32.857
estimates,474,1975,31.327
estimates,474,1976,29.878
estimates,474,1977,28.502
estimates,474,1978,27.189
estimates,474,1979,25.935
estimates,474,1980,24.737
estimates,474,1981,23.593
estimates,474,1982,22.502
estimates,474,1983,21.462
estimates,474,1984,20.469
estimates,474,1985,19.52
estimates,474,1986,18.615
estimates,474,1987,17.752
estimates,474,1988,16.93
estimates,474,1989,16.145
estimates,474,1990,15.395
estimates,474,1991,14.68
estimates,474,1992,13.998
estimates,474,1993,13.347
estimates,474,1994,12.726
estimates,474,1995,12.13
estimates,474,1996,11.555
estimates,474,1997,10.999
estimates,474,1998,10.467
estimates,474,1999,9.96
estimates,474,2000,9.491
estimates,474,2001,9.073
estimates,474,2002,8.714
estimates,474,2003,8.413
estimates,474,2004,8.165
estimates,474,2005,7.958
estimates,474,2006,7.775
estimates,474,2007,7.598
estimates,474,2008,7.412
estimates,474,2009,7.21
estimates,474,2010,6.987
estimates,474,2011,6.746
estimates,474,2012,6.495
estimates,474,2013,6.247
estimates,474,2014,6.004
estimates,474,2015,5.772
medium_variant,474,2015,5.772
medium_variant,474,2016,5.554
medium_variant,474,2017,5.353
medium_variant,474,2018,5.168
medium_variant,474,2019,5.001
medium_variant,474,2020,4.849
medium_variant,474,2021,4.713
medium_variant,474,2022,4.588
medium_variant,474,2023,4.471
medium_variant,474,2024,4.361
medium_variant,474,2025,4.254
medium_variant,474,2026,4.152
medium_variant,474,2027,4.054
medium_variant,474,2028,3.961
medium_variant,474,2029,3.871
medium_variant,474,2030,3.784
medium_variant,474,2031,3.7
medium_variant,474,2032,3.617
medium_variant,474,2033,3.537
medium_variant,474,2034,3.459
medium_variant,474,2035,3.382
medium_variant,474,2036,3.308
medium_variant,474,2037,3.235
medium_variant,474,2038,3.165
medium_variant,474,2039,3.097
medium_variant,474,2040,3.031
medium_variant,474,2041,2.967
medium_variant,474,2042,2.905
medium_variant,474,2043,2.844
medium_variant,474,2044,2.785
medium_variant,474,2045,2.727
medium_variant,474,2046,2.671
medium_variant,474,2047,2.616
medium_variant,474,2048,2.563
medium_variant,474,2049,2.512
medium_variant,474,2050,2.462
medium_variant,474,2051,2.413
medium_variant,474,2052,2.367
medium_variant,474,2053,2.322
medium_variant,474,2054,2.279
medium_variant,474,2055,2.238
medium_variant,474,2056,2.197
medium_variant,474,2057,2.158
medium_variant,474,2058,2.119
medium_variant,474,2059,2.081
medium_variant,474,2060,2.044
medium_variant,474,2061,2.008
medium_variant,474,2062,1.972
medium_variant,474,2063,1.937
medium_variant,474,2064,1.903
medium_variant,474,2065,1.87
medium_variant,474,2066,1.837
medium_variant,474,2067,1.804
medium_variant,474,2068,1.772
medium_variant,474,2069,1.74
medium_variant,474,2070,1.709
medium_variant,474,2071,1.679
medium_variant,474,2072,1.649
medium_variant,474,2073,1.62
medium_variant,474,2074,1.592
medium_variant,474,2075,1.564
medium_variant,474,2076,1.538
medium_variant,474,2077,1.511
medium_variant,474,2078,1.485
medium_variant,474,2079,1.458
medium_variant,474,2080,1.432
medium_variant,474,2081,1.407
medium_variant,474,2082,1.381
medium_variant,474,2083,1.357
medium_variant,474,2084,1.333
medium_variant,474,2085,1.309
medium_variant,474,2086,1.286
medium_variant,474,2087,1.264
medium_variant,474,2088,1.243
medium_variant,474,2089,1.222
medium_variant,474,2090,1.202
medium_variant,474,2091,1.182
medium_variant,474,2092,1.163
medium_variant,474,2093,1.144
medium_variant,474,2094,1.126
medium_variant,474,2095,1.107
medium_variant,474,2096,1.09
medium_variant,474,2097,1.072
medium_variant,474,2098,1.055
medium_variant,474,2099,1.039
