variant,country,year,infantmortalityper1000livebirth
estimates,834,1950,158.118
estimates,834,1951,156.814
estimates,834,1952,154.287
estimates,834,1953,151.92
estimates,834,1954,149.711
estimates,834,1955,147.661
estimates,834,1956,145.765
estimates,834,1957,144.015
estimates,834,1958,142.397
estimates,834,1959,140.887
estimates,834,1960,139.456
estimates,834,1961,138.07
estimates,834,1962,136.69
estimates,834,1963,135.28
estimates,834,1964,133.811
estimates,834,1965,132.264
estimates,834,1966,130.632
estimates,834,1967,128.93
estimates,834,1968,127.172
estimates,834,1969,125.36
estimates,834,1970,123.478
estimates,834,1971,121.506
estimates,834,1972,119.452
estimates,834,1973,117.348
estimates,834,1974,115.238
estimates,834,1975,113.195
estimates,834,1976,111.298
estimates,834,1977,109.602
estimates,834,1978,108.139
estimates,834,1979,106.917
estimates,834,1980,105.916
estimates,834,1981,105.084
estimates,834,1982,104.348
estimates,834,1983,103.655
estimates,834,1984,102.983
estimates,834,1985,102.373
estimates,834,1986,101.893
estimates,834,1987,101.578
estimates,834,1988,101.41
estimates,834,1989,101.317
estimates,834,1990,101.199
estimates,834,1991,100.939
estimates,834,1992,100.411
estimates,834,1993,99.501
estimates,834,1994,98.125
estimates,834,1995,96.175
estimates,834,1996,93.57
estimates,834,1997,90.369
estimates,834,1998,86.68
estimates,834,1999,82.614
estimates,834,2000,78.319
estimates,834,2001,73.962
estimates,834,2002,69.701
estimates,834,2003,65.682
estimates,834,2004,62.011
estimates,834,2005,58.754
estimates,834,2006,55.919
estimates,834,2007,53.42
estimates,834,2008,51.183
estimates,834,2009,49.184
estimates,834,2010,47.406
estimates,834,2011,45.835
estimates,834,2012,44.452
estimates,834,2013,43.227
estimates,834,2014,42.13
estimates,834,2015,41.132
medium_variant,834,2015,41.132
medium_variant,834,2016,40.215
medium_variant,834,2017,39.366
medium_variant,834,2018,38.572
medium_variant,834,2019,37.813
medium_variant,834,2020,37.072
medium_variant,834,2021,36.342
medium_variant,834,2022,35.627
medium_variant,834,2023,34.927
medium_variant,834,2024,34.239
medium_variant,834,2025,33.562
medium_variant,834,2026,32.899
medium_variant,834,2027,32.254
medium_variant,834,2028,31.628
medium_variant,834,2029,31.019
medium_variant,834,2030,30.419
medium_variant,834,2031,29.822
medium_variant,834,2032,29.221
medium_variant,834,2033,28.617
medium_variant,834,2034,28.009
medium_variant,834,2035,27.403
medium_variant,834,2036,26.805
medium_variant,834,2037,26.223
medium_variant,834,2038,25.666
medium_variant,834,2039,25.139
medium_variant,834,2040,24.647
medium_variant,834,2041,24.195
medium_variant,834,2042,23.779
medium_variant,834,2043,23.395
medium_variant,834,2044,23.036
medium_variant,834,2045,22.695
medium_variant,834,2046,22.363
medium_variant,834,2047,22.032
medium_variant,834,2048,21.695
medium_variant,834,2049,21.349
medium_variant,834,2050,20.991
medium_variant,834,2051,20.622
medium_variant,834,2052,20.248
medium_variant,834,2053,19.875
medium_variant,834,2054,19.507
medium_variant,834,2055,19.147
medium_variant,834,2056,18.799
medium_variant,834,2057,18.465
medium_variant,834,2058,18.145
medium_variant,834,2059,17.841
medium_variant,834,2060,17.552
medium_variant,834,2061,17.277
medium_variant,834,2062,17.011
medium_variant,834,2063,16.754
medium_variant,834,2064,16.504
medium_variant,834,2065,16.259
medium_variant,834,2066,16.021
medium_variant,834,2067,15.79
medium_variant,834,2068,15.566
medium_variant,834,2069,15.351
medium_variant,834,2070,15.145
medium_variant,834,2071,14.949
medium_variant,834,2072,14.763
medium_variant,834,2073,14.588
medium_variant,834,2074,14.421
medium_variant,834,2075,14.262
medium_variant,834,2076,14.11
medium_variant,834,2077,13.961
medium_variant,834,2078,13.816
medium_variant,834,2079,13.671
medium_variant,834,2080,13.527
medium_variant,834,2081,13.383
medium_variant,834,2082,13.24
medium_variant,834,2083,13.097
medium_variant,834,2084,12.956
medium_variant,834,2085,12.815
medium_variant,834,2086,12.676
medium_variant,834,2087,12.538
medium_variant,834,2088,12.402
medium_variant,834,2089,12.267
medium_variant,834,2090,12.134
medium_variant,834,2091,12.002
medium_variant,834,2092,11.872
medium_variant,834,2093,11.743
medium_variant,834,2094,11.615
medium_variant,834,2095,11.489
medium_variant,834,2096,11.363
medium_variant,834,2097,11.239
medium_variant,834,2098,11.116
medium_variant,834,2099,10.993
