variant,country,year,infantmortalityper1000livebirth
estimates,233,1950,103.454
estimates,233,1951,98.402
estimates,233,1952,88.709
estimates,233,1953,79.839
estimates,233,1954,71.791
estimates,233,1955,64.563
estimates,233,1956,58.143
estimates,233,1957,52.507
estimates,233,1958,47.615
estimates,233,1959,43.399
estimates,233,1960,39.775
estimates,233,1961,36.649
estimates,233,1962,33.915
estimates,233,1963,31.479
estimates,233,1964,29.276
estimates,233,1965,27.284
estimates,233,1966,25.529
estimates,233,1967,24.063
estimates,233,1968,22.915
estimates,233,1969,22.06
estimates,233,1970,21.482
estimates,233,1971,21.162
estimates,233,1972,21.056
estimates,233,1973,21.102
estimates,233,1974,21.24
estimates,233,1975,21.403
estimates,233,1976,21.536
estimates,233,1977,21.61
estimates,233,1978,21.603
estimates,233,1979,21.492
estimates,233,1980,21.271
estimates,233,1981,20.95
estimates,233,1982,20.569
estimates,233,1983,20.16
estimates,233,1984,19.738
estimates,233,1985,19.324
estimates,233,1986,18.934
estimates,233,1987,18.566
estimates,233,1988,18.211
estimates,233,1989,17.855
estimates,233,1990,17.474
estimates,233,1991,17.037
estimates,233,1992,16.518
estimates,233,1993,15.902
estimates,233,1994,15.186
estimates,233,1995,14.368
estimates,233,1996,13.456
estimates,233,1997,12.479
estimates,233,1998,11.472
estimates,233,1999,10.465
estimates,233,2000,9.49
estimates,233,2001,8.576
estimates,233,2002,7.738
estimates,233,2003,6.985
estimates,233,2004,6.327
estimates,233,2005,5.761
estimates,233,2006,5.277
estimates,233,2007,4.852
estimates,233,2008,4.468
estimates,233,2009,4.119
estimates,233,2010,3.804
estimates,233,2011,3.529
estimates,233,2012,3.3
estimates,233,2013,3.119
estimates,233,2014,2.982
estimates,233,2015,2.88
medium_variant,233,2015,2.88
medium_variant,233,2016,2.807
medium_variant,233,2017,2.752
medium_variant,233,2018,2.706
medium_variant,233,2019,2.663
medium_variant,233,2020,2.618
medium_variant,233,2021,2.57
medium_variant,233,2022,2.521
medium_variant,233,2023,2.474
medium_variant,233,2024,2.428
medium_variant,233,2025,2.383
medium_variant,233,2026,2.338
medium_variant,233,2027,2.294
medium_variant,233,2028,2.252
medium_variant,233,2029,2.211
medium_variant,233,2030,2.171
medium_variant,233,2031,2.132
medium_variant,233,2032,2.094
medium_variant,233,2033,2.057
medium_variant,233,2034,2.021
medium_variant,233,2035,1.987
medium_variant,233,2036,1.954
medium_variant,233,2037,1.923
medium_variant,233,2038,1.894
medium_variant,233,2039,1.868
medium_variant,233,2040,1.843
medium_variant,233,2041,1.819
medium_variant,233,2042,1.796
medium_variant,233,2043,1.773
medium_variant,233,2044,1.75
medium_variant,233,2045,1.727
medium_variant,233,2046,1.705
medium_variant,233,2047,1.682
medium_variant,233,2048,1.661
medium_variant,233,2049,1.64
medium_variant,233,2050,1.619
medium_variant,233,2051,1.599
medium_variant,233,2052,1.58
medium_variant,233,2053,1.561
medium_variant,233,2054,1.541
medium_variant,233,2055,1.522
medium_variant,233,2056,1.504
medium_variant,233,2057,1.485
medium_variant,233,2058,1.467
medium_variant,233,2059,1.449
medium_variant,233,2060,1.431
medium_variant,233,2061,1.414
medium_variant,233,2062,1.398
medium_variant,233,2063,1.382
medium_variant,233,2064,1.366
medium_variant,233,2065,1.351
medium_variant,233,2066,1.336
medium_variant,233,2067,1.322
medium_variant,233,2068,1.308
medium_variant,233,2069,1.294
medium_variant,233,2070,1.28
medium_variant,233,2071,1.265
medium_variant,233,2072,1.251
medium_variant,233,2073,1.237
medium_variant,233,2074,1.222
medium_variant,233,2075,1.208
medium_variant,233,2076,1.194
medium_variant,233,2077,1.181
medium_variant,233,2078,1.169
medium_variant,233,2079,1.158
medium_variant,233,2080,1.147
medium_variant,233,2081,1.137
medium_variant,233,2082,1.128
medium_variant,233,2083,1.118
medium_variant,233,2084,1.108
medium_variant,233,2085,1.099
medium_variant,233,2086,1.089
medium_variant,233,2087,1.079
medium_variant,233,2088,1.069
medium_variant,233,2089,1.06
medium_variant,233,2090,1.051
medium_variant,233,2091,1.042
medium_variant,233,2092,1.033
medium_variant,233,2093,1.025
medium_variant,233,2094,1.016
medium_variant,233,2095,1.008
medium_variant,233,2096,1
medium_variant,233,2097,0.993
medium_variant,233,2098,0.985
medium_variant,233,2099,0.978
