variant,country,year,infantmortalityper1000livebirth
estimates,258,1950,146.519
estimates,258,1951,141.837
estimates,258,1952,132.927
estimates,258,1953,124.926
estimates,258,1954,117.833
estimates,258,1955,111.645
estimates,258,1956,106.344
estimates,258,1957,101.893
estimates,258,1958,98.231
estimates,258,1959,95.255
estimates,258,1960,92.837
estimates,258,1961,90.83
estimates,258,1962,89.07
estimates,258,1963,87.407
estimates,258,1964,85.732
estimates,258,1965,84
estimates,258,1966,82.235
estimates,258,1967,80.511
estimates,258,1968,78.867
estimates,258,1969,77.265
estimates,258,1970,75.677
estimates,258,1971,74.077
estimates,258,1972,72.407
estimates,258,1973,70.592
estimates,258,1974,68.553
estimates,258,1975,66.15
estimates,258,1976,63.237
estimates,258,1977,59.787
estimates,258,1978,55.84
estimates,258,1979,51.48
estimates,258,1980,46.831
estimates,258,1981,42.051
estimates,258,1982,37.348
estimates,258,1983,32.925
estimates,258,1984,28.935
estimates,258,1985,25.557
estimates,258,1986,22.92
estimates,258,1987,20.978
estimates,258,1988,19.632
estimates,258,1989,18.786
estimates,258,1990,18.253
estimates,258,1991,17.799
estimates,258,1992,17.23
estimates,258,1993,16.419
estimates,258,1994,15.325
estimates,258,1995,14.008
estimates,258,1996,12.611
estimates,258,1997,11.337
estimates,258,1998,10.334
estimates,258,1999,9.643
estimates,258,2000,9.26
estimates,258,2001,9.133
estimates,258,2002,9.141
estimates,258,2003,9.179
estimates,258,2004,9.195
estimates,258,2005,9.145
estimates,258,2006,9.008
estimates,258,2007,8.8
estimates,258,2008,8.541
estimates,258,2009,8.232
estimates,258,2010,7.884
estimates,258,2011,7.513
estimates,258,2012,7.14
estimates,258,2013,6.786
estimates,258,2014,6.462
estimates,258,2015,6.177
medium_variant,258,2015,6.177
medium_variant,258,2016,5.935
medium_variant,258,2017,5.727
medium_variant,258,2018,5.546
medium_variant,258,2019,5.389
medium_variant,258,2020,5.253
medium_variant,258,2021,5.131
medium_variant,258,2022,5.02
medium_variant,258,2023,4.915
medium_variant,258,2024,4.813
medium_variant,258,2025,4.711
medium_variant,258,2026,4.61
medium_variant,258,2027,4.511
medium_variant,258,2028,4.415
medium_variant,258,2029,4.323
medium_variant,258,2030,4.234
medium_variant,258,2031,4.147
medium_variant,258,2032,4.063
medium_variant,258,2033,3.981
medium_variant,258,2034,3.902
medium_variant,258,2035,3.825
medium_variant,258,2036,3.751
medium_variant,258,2037,3.679
medium_variant,258,2038,3.609
medium_variant,258,2039,3.542
medium_variant,258,2040,3.477
medium_variant,258,2041,3.414
medium_variant,258,2042,3.352
medium_variant,258,2043,3.292
medium_variant,258,2044,3.233
medium_variant,258,2045,3.175
medium_variant,258,2046,3.119
medium_variant,258,2047,3.064
medium_variant,258,2048,3.011
medium_variant,258,2049,2.959
medium_variant,258,2050,2.909
medium_variant,258,2051,2.861
medium_variant,258,2052,2.816
medium_variant,258,2053,2.773
medium_variant,258,2054,2.732
medium_variant,258,2055,2.693
medium_variant,258,2056,2.655
medium_variant,258,2057,2.618
medium_variant,258,2058,2.583
medium_variant,258,2059,2.547
medium_variant,258,2060,2.512
medium_variant,258,2061,2.478
medium_variant,258,2062,2.444
medium_variant,258,2063,2.412
medium_variant,258,2064,2.381
medium_variant,258,2065,2.35
medium_variant,258,2066,2.321
medium_variant,258,2067,2.292
medium_variant,258,2068,2.263
medium_variant,258,2069,2.235
medium_variant,258,2070,2.207
medium_variant,258,2071,2.179
medium_variant,258,2072,2.151
medium_variant,258,2073,2.123
medium_variant,258,2074,2.096
medium_variant,258,2075,2.069
medium_variant,258,2076,2.042
medium_variant,258,2077,2.016
medium_variant,258,2078,1.991
medium_variant,258,2079,1.967
medium_variant,258,2080,1.944
medium_variant,258,2081,1.921
medium_variant,258,2082,1.898
medium_variant,258,2083,1.876
medium_variant,258,2084,1.854
medium_variant,258,2085,1.832
medium_variant,258,2086,1.809
medium_variant,258,2087,1.787
medium_variant,258,2088,1.765
medium_variant,258,2089,1.743
medium_variant,258,2090,1.722
medium_variant,258,2091,1.701
medium_variant,258,2092,1.682
medium_variant,258,2093,1.663
medium_variant,258,2094,1.645
medium_variant,258,2095,1.628
medium_variant,258,2096,1.612
medium_variant,258,2097,1.598
medium_variant,258,2098,1.584
medium_variant,258,2099,1.572
