variant,country,year,infantmortalityper1000livebirth
estimates,40,1950,57.325
estimates,40,1951,56.295
estimates,40,1952,54.217
estimates,40,1953,52.103
estimates,40,1954,49.953
estimates,40,1955,47.767
estimates,40,1956,45.552
estimates,40,1957,43.318
estimates,40,1958,41.082
estimates,40,1959,38.876
estimates,40,1960,36.736
estimates,40,1961,34.702
estimates,40,1962,32.817
estimates,40,1963,31.118
estimates,40,1964,29.624
estimates,40,1965,28.369
estimates,40,1966,27.378
estimates,40,1967,26.618
estimates,40,1968,26.027
estimates,40,1969,25.545
estimates,40,1970,25.066
estimates,40,1971,24.474
estimates,40,1972,23.701
estimates,40,1973,22.712
estimates,40,1974,21.509
estimates,40,1975,20.138
estimates,40,1976,18.686
estimates,40,1977,17.269
estimates,40,1978,15.977
estimates,40,1979,14.848
estimates,40,1980,13.896
estimates,40,1981,13.101
estimates,40,1982,12.403
estimates,40,1983,11.752
estimates,40,1984,11.131
estimates,40,1985,10.532
estimates,40,1986,9.953
estimates,40,1987,9.405
estimates,40,1988,8.89
estimates,40,1989,8.404
estimates,40,1990,7.935
estimates,40,1991,7.47
estimates,40,1992,7.004
estimates,40,1993,6.54
estimates,40,1994,6.083
estimates,40,1995,5.654
estimates,40,1996,5.278
estimates,40,1997,4.973
estimates,40,1998,4.745
estimates,40,1999,4.592
estimates,40,2000,4.498
estimates,40,2001,4.44
estimates,40,2002,4.39
estimates,40,2003,4.327
estimates,40,2004,4.239
estimates,40,2005,4.128
estimates,40,2006,4.003
estimates,40,2007,3.881
estimates,40,2008,3.772
estimates,40,2009,3.674
estimates,40,2010,3.577
estimates,40,2011,3.465
estimates,40,2012,3.326
estimates,40,2013,3.156
estimates,40,2014,2.959
estimates,40,2015,2.745
medium_variant,40,2015,2.745
medium_variant,40,2016,2.532
medium_variant,40,2017,2.338
medium_variant,40,2018,2.175
medium_variant,40,2019,2.049
medium_variant,40,2020,1.96
medium_variant,40,2021,1.899
medium_variant,40,2022,1.855
medium_variant,40,2023,1.815
medium_variant,40,2024,1.775
medium_variant,40,2025,1.733
medium_variant,40,2026,1.688
medium_variant,40,2027,1.645
medium_variant,40,2028,1.604
medium_variant,40,2029,1.567
medium_variant,40,2030,1.533
medium_variant,40,2031,1.501
medium_variant,40,2032,1.471
medium_variant,40,2033,1.442
medium_variant,40,2034,1.414
medium_variant,40,2035,1.387
medium_variant,40,2036,1.361
medium_variant,40,2037,1.336
medium_variant,40,2038,1.311
medium_variant,40,2039,1.287
medium_variant,40,2040,1.264
medium_variant,40,2041,1.241
medium_variant,40,2042,1.219
medium_variant,40,2043,1.197
medium_variant,40,2044,1.176
medium_variant,40,2045,1.156
medium_variant,40,2046,1.137
medium_variant,40,2047,1.118
medium_variant,40,2048,1.101
medium_variant,40,2049,1.084
medium_variant,40,2050,1.067
medium_variant,40,2051,1.052
medium_variant,40,2052,1.036
medium_variant,40,2053,1.021
medium_variant,40,2054,1.006
medium_variant,40,2055,0.991
medium_variant,40,2056,0.977
medium_variant,40,2057,0.962
medium_variant,40,2058,0.948
medium_variant,40,2059,0.935
medium_variant,40,2060,0.922
medium_variant,40,2061,0.909
medium_variant,40,2062,0.896
medium_variant,40,2063,0.883
medium_variant,40,2064,0.87
medium_variant,40,2065,0.857
medium_variant,40,2066,0.844
medium_variant,40,2067,0.832
medium_variant,40,2068,0.82
medium_variant,40,2069,0.808
medium_variant,40,2070,0.797
medium_variant,40,2071,0.786
medium_variant,40,2072,0.775
medium_variant,40,2073,0.764
medium_variant,40,2074,0.753
medium_variant,40,2075,0.742
medium_variant,40,2076,0.731
medium_variant,40,2077,0.721
medium_variant,40,2078,0.71
medium_variant,40,2079,0.7
medium_variant,40,2080,0.69
medium_variant,40,2081,0.679
medium_variant,40,2082,0.669
medium_variant,40,2083,0.659
medium_variant,40,2084,0.649
medium_variant,40,2085,0.639
medium_variant,40,2086,0.63
medium_variant,40,2087,0.62
medium_variant,40,2088,0.611
medium_variant,40,2089,0.603
medium_variant,40,2090,0.595
medium_variant,40,2091,0.587
medium_variant,40,2092,0.579
medium_variant,40,2093,0.57
medium_variant,40,2094,0.562
medium_variant,40,2095,0.553
medium_variant,40,2096,0.544
medium_variant,40,2097,0.535
medium_variant,40,2098,0.525
medium_variant,40,2099,0.515
