variant,country,year,infantmortalityper1000livebirth
estimates,352,1950,24.173
estimates,352,1951,23.414
estimates,352,1952,21.997
estimates,352,1953,20.785
estimates,352,1954,19.776
estimates,352,1955,18.968
estimates,352,1956,18.35
estimates,352,1957,17.905
estimates,352,1958,17.605
estimates,352,1959,17.398
estimates,352,1960,17.223
estimates,352,1961,17.018
estimates,352,1962,16.724
estimates,352,1963,16.301
estimates,352,1964,15.745
estimates,352,1965,15.091
estimates,352,1966,14.408
estimates,352,1967,13.773
estimates,352,1968,13.239
estimates,352,1969,12.813
estimates,352,1970,12.477
estimates,352,1971,12.186
estimates,352,1972,11.878
estimates,352,1973,11.507
estimates,352,1974,11.058
estimates,352,1975,10.525
estimates,352,1976,9.913
estimates,352,1977,9.259
estimates,352,1978,8.599
estimates,352,1979,7.959
estimates,352,1980,7.37
estimates,352,1981,6.865
estimates,352,1982,6.453
estimates,352,1983,6.135
estimates,352,1984,5.907
estimates,352,1985,5.757
estimates,352,1986,5.658
estimates,352,1987,5.58
estimates,352,1988,5.495
estimates,352,1989,5.386
estimates,352,1990,5.245
estimates,352,1991,5.072
estimates,352,1992,4.88
estimates,352,1993,4.68
estimates,352,1994,4.473
estimates,352,1995,4.258
estimates,352,1996,4.033
estimates,352,1997,3.798
estimates,352,1998,3.558
estimates,352,1999,3.316
estimates,352,2000,3.08
estimates,352,2001,2.86
estimates,352,2002,2.661
estimates,352,2003,2.486
estimates,352,2004,2.337
estimates,352,2005,2.212
estimates,352,2006,2.105
estimates,352,2007,2.008
estimates,352,2008,1.917
estimates,352,2009,1.829
estimates,352,2010,1.747
estimates,352,2011,1.674
estimates,352,2012,1.615
estimates,352,2013,1.571
estimates,352,2014,1.541
estimates,352,2015,1.521
medium_variant,352,2015,1.521
medium_variant,352,2016,1.505
medium_variant,352,2017,1.487
medium_variant,352,2018,1.463
medium_variant,352,2019,1.431
medium_variant,352,2020,1.392
medium_variant,352,2021,1.348
medium_variant,352,2022,1.302
medium_variant,352,2023,1.259
medium_variant,352,2024,1.219
medium_variant,352,2025,1.183
medium_variant,352,2026,1.151
medium_variant,352,2027,1.122
medium_variant,352,2028,1.094
medium_variant,352,2029,1.068
medium_variant,352,2030,1.043
medium_variant,352,2031,1.018
medium_variant,352,2032,0.995
medium_variant,352,2033,0.973
medium_variant,352,2034,0.952
medium_variant,352,2035,0.931
medium_variant,352,2036,0.912
medium_variant,352,2037,0.893
medium_variant,352,2038,0.875
medium_variant,352,2039,0.858
medium_variant,352,2040,0.842
medium_variant,352,2041,0.827
medium_variant,352,2042,0.812
medium_variant,352,2043,0.798
medium_variant,352,2044,0.785
medium_variant,352,2045,0.772
medium_variant,352,2046,0.759
medium_variant,352,2047,0.746
medium_variant,352,2048,0.733
medium_variant,352,2049,0.72
medium_variant,352,2050,0.707
medium_variant,352,2051,0.695
medium_variant,352,2052,0.682
medium_variant,352,2053,0.671
medium_variant,352,2054,0.66
medium_variant,352,2055,0.649
medium_variant,352,2056,0.64
medium_variant,352,2057,0.63
medium_variant,352,2058,0.621
medium_variant,352,2059,0.612
medium_variant,352,2060,0.603
medium_variant,352,2061,0.594
medium_variant,352,2062,0.585
medium_variant,352,2063,0.576
medium_variant,352,2064,0.567
medium_variant,352,2065,0.558
medium_variant,352,2066,0.549
medium_variant,352,2067,0.54
medium_variant,352,2068,0.532
medium_variant,352,2069,0.523
medium_variant,352,2070,0.515
medium_variant,352,2071,0.507
medium_variant,352,2072,0.5
medium_variant,352,2073,0.493
medium_variant,352,2074,0.485
medium_variant,352,2075,0.479
medium_variant,352,2076,0.472
medium_variant,352,2077,0.465
medium_variant,352,2078,0.458
medium_variant,352,2079,0.451
medium_variant,352,2080,0.444
medium_variant,352,2081,0.437
medium_variant,352,2082,0.431
medium_variant,352,2083,0.424
medium_variant,352,2084,0.418
medium_variant,352,2085,0.412
medium_variant,352,2086,0.406
medium_variant,352,2087,0.4
medium_variant,352,2088,0.394
medium_variant,352,2089,0.388
medium_variant,352,2090,0.382
medium_variant,352,2091,0.376
medium_variant,352,2092,0.37
medium_variant,352,2093,0.364
medium_variant,352,2094,0.358
medium_variant,352,2095,0.352
medium_variant,352,2096,0.346
medium_variant,352,2097,0.34
medium_variant,352,2098,0.334
medium_variant,352,2099,0.328
