variant,country,year,infantmortalityper1000livebirth
estimates,340,1950,174.542
estimates,340,1951,173.313
estimates,340,1952,170.771
estimates,340,1953,168.06
estimates,340,1954,165.181
estimates,340,1955,162.134
estimates,340,1956,158.925
estimates,340,1957,155.564
estimates,340,1958,152.071
estimates,340,1959,148.475
estimates,340,1960,144.815
estimates,340,1961,141.134
estimates,340,1962,137.478
estimates,340,1963,133.888
estimates,340,1964,130.39
estimates,340,1965,127.026
estimates,340,1966,123.827
estimates,340,1967,120.763
estimates,340,1968,117.779
estimates,340,1969,114.818
estimates,340,1970,111.762
estimates,340,1971,108.473
estimates,340,1972,104.881
estimates,340,1973,100.97
estimates,340,1974,96.774
estimates,340,1975,92.385
estimates,340,1976,87.935
estimates,340,1977,83.587
estimates,340,1978,79.474
estimates,340,1979,75.667
estimates,340,1980,72.202
estimates,340,1981,69.07
estimates,340,1982,66.186
estimates,340,1983,63.477
estimates,340,1984,60.915
estimates,340,1985,58.474
estimates,340,1986,56.138
estimates,340,1987,53.898
estimates,340,1988,51.748
estimates,340,1989,49.674
estimates,340,1990,47.66
estimates,340,1991,45.696
estimates,340,1992,43.789
estimates,340,1993,41.952
estimates,340,1994,40.198
estimates,340,1995,38.553
estimates,340,1996,37.044
estimates,340,1997,35.692
estimates,340,1998,34.508
estimates,340,1999,33.491
estimates,340,2000,32.64
estimates,340,2001,31.945
estimates,340,2002,31.375
estimates,340,2003,30.9
estimates,340,2004,30.495
estimates,340,2005,30.142
estimates,340,2006,29.83
estimates,340,2007,29.552
estimates,340,2008,29.292
estimates,340,2009,29.024
estimates,340,2010,28.72
estimates,340,2011,28.352
estimates,340,2012,27.912
estimates,340,2013,27.398
estimates,340,2014,26.812
estimates,340,2015,26.162
medium_variant,340,2015,26.162
medium_variant,340,2016,25.468
medium_variant,340,2017,24.755
medium_variant,340,2018,24.048
medium_variant,340,2019,23.361
medium_variant,340,2020,22.704
medium_variant,340,2021,22.078
medium_variant,340,2022,21.477
medium_variant,340,2023,20.893
medium_variant,340,2024,20.327
medium_variant,340,2025,19.78
medium_variant,340,2026,19.25
medium_variant,340,2027,18.736
medium_variant,340,2028,18.236
medium_variant,340,2029,17.75
medium_variant,340,2030,17.275
medium_variant,340,2031,16.81
medium_variant,340,2032,16.353
medium_variant,340,2033,15.907
medium_variant,340,2034,15.473
medium_variant,340,2035,15.056
medium_variant,340,2036,14.661
medium_variant,340,2037,14.291
medium_variant,340,2038,13.948
medium_variant,340,2039,13.63
medium_variant,340,2040,13.335
medium_variant,340,2041,13.057
medium_variant,340,2042,12.79
medium_variant,340,2043,12.529
medium_variant,340,2044,12.271
medium_variant,340,2045,12.012
medium_variant,340,2046,11.755
medium_variant,340,2047,11.5
medium_variant,340,2048,11.25
medium_variant,340,2049,11.006
medium_variant,340,2050,10.767
medium_variant,340,2051,10.533
medium_variant,340,2052,10.305
medium_variant,340,2053,10.082
medium_variant,340,2054,9.864
medium_variant,340,2055,9.65
medium_variant,340,2056,9.44
medium_variant,340,2057,9.233
medium_variant,340,2058,9.029
medium_variant,340,2059,8.829
medium_variant,340,2060,8.632
medium_variant,340,2061,8.439
medium_variant,340,2062,8.252
medium_variant,340,2063,8.07
medium_variant,340,2064,7.894
medium_variant,340,2065,7.724
medium_variant,340,2066,7.559
medium_variant,340,2067,7.4
medium_variant,340,2068,7.245
medium_variant,340,2069,7.094
medium_variant,340,2070,6.946
medium_variant,340,2071,6.802
medium_variant,340,2072,6.661
medium_variant,340,2073,6.523
medium_variant,340,2074,6.389
medium_variant,340,2075,6.258
medium_variant,340,2076,6.13
medium_variant,340,2077,6.007
medium_variant,340,2078,5.888
medium_variant,340,2079,5.773
medium_variant,340,2080,5.662
medium_variant,340,2081,5.555
medium_variant,340,2082,5.452
medium_variant,340,2083,5.352
medium_variant,340,2084,5.255
medium_variant,340,2085,5.161
medium_variant,340,2086,5.069
medium_variant,340,2087,4.981
medium_variant,340,2088,4.895
medium_variant,340,2089,4.812
medium_variant,340,2090,4.731
medium_variant,340,2091,4.652
medium_variant,340,2092,4.574
medium_variant,340,2093,4.497
medium_variant,340,2094,4.422
medium_variant,340,2095,4.348
medium_variant,340,2096,4.274
medium_variant,340,2097,4.202
medium_variant,340,2098,4.131
medium_variant,340,2099,4.06
