variant,country,year,infantmortalityper1000livebirth
estimates,858,1950,58.795
estimates,858,1951,58.487
estimates,858,1952,57.83
estimates,858,1953,57.09
estimates,858,1954,56.267
estimates,858,1955,55.363
estimates,858,1956,54.386
estimates,858,1957,53.35
estimates,858,1958,52.275
estimates,858,1959,51.204
estimates,858,1960,50.181
estimates,858,1961,49.256
estimates,858,1962,48.475
estimates,858,1963,47.867
estimates,858,1964,47.438
estimates,858,1965,47.181
estimates,858,1966,47.072
estimates,858,1967,47.049
estimates,858,1968,47.05
estimates,858,1969,47.027
estimates,858,1970,46.946
estimates,858,1971,46.786
estimates,858,1972,46.537
estimates,858,1973,46.18
estimates,858,1974,45.684
estimates,858,1975,45.01
estimates,858,1976,44.127
estimates,858,1977,43.03
estimates,858,1978,41.724
estimates,858,1979,40.217
estimates,858,1980,38.493
estimates,858,1981,36.534
estimates,858,1982,34.38
estimates,858,1983,32.101
estimates,858,1984,29.783
estimates,858,1985,27.556
estimates,858,1986,25.559
estimates,858,1987,23.87
estimates,858,1988,22.527
estimates,858,1989,21.528
estimates,858,1990,20.812
estimates,858,1991,20.263
estimates,858,1992,19.745
estimates,858,1993,19.158
estimates,858,1994,18.471
estimates,858,1995,17.695
estimates,858,1996,16.89
estimates,858,1997,16.144
estimates,858,1998,15.524
estimates,858,1999,15.045
estimates,858,2000,14.702
estimates,858,2001,14.47
estimates,858,2002,14.301
estimates,858,2003,14.153
estimates,858,2004,14.007
estimates,858,2005,13.853
estimates,858,2006,13.694
estimates,858,2007,13.54
estimates,858,2008,13.396
estimates,858,2009,13.256
estimates,858,2010,13.105
estimates,858,2011,12.929
estimates,858,2012,12.719
estimates,858,2013,12.474
estimates,858,2014,12.194
estimates,858,2015,11.888
medium_variant,858,2015,11.888
medium_variant,858,2016,11.569
medium_variant,858,2017,11.252
medium_variant,858,2018,10.951
medium_variant,858,2019,10.671
medium_variant,858,2020,10.415
medium_variant,858,2021,10.179
medium_variant,858,2022,9.955
medium_variant,858,2023,9.736
medium_variant,858,2024,9.519
medium_variant,858,2025,9.304
medium_variant,858,2026,9.089
medium_variant,858,2027,8.878
medium_variant,858,2028,8.67
medium_variant,858,2029,8.466
medium_variant,858,2030,8.266
medium_variant,858,2031,8.07
medium_variant,858,2032,7.877
medium_variant,858,2033,7.689
medium_variant,858,2034,7.505
medium_variant,858,2035,7.325
medium_variant,858,2036,7.149
medium_variant,858,2037,6.977
medium_variant,858,2038,6.809
medium_variant,858,2039,6.646
medium_variant,858,2040,6.486
medium_variant,858,2041,6.329
medium_variant,858,2042,6.176
medium_variant,858,2043,6.026
medium_variant,858,2044,5.881
medium_variant,858,2045,5.74
medium_variant,858,2046,5.605
medium_variant,858,2047,5.477
medium_variant,858,2048,5.355
medium_variant,858,2049,5.24
medium_variant,858,2050,5.132
medium_variant,858,2051,5.028
medium_variant,858,2052,4.929
medium_variant,858,2053,4.833
medium_variant,858,2054,4.739
medium_variant,858,2055,4.647
medium_variant,858,2056,4.558
medium_variant,858,2057,4.472
medium_variant,858,2058,4.389
medium_variant,858,2059,4.309
medium_variant,858,2060,4.231
medium_variant,858,2061,4.157
medium_variant,858,2062,4.086
medium_variant,858,2063,4.017
medium_variant,858,2064,3.951
medium_variant,858,2065,3.886
medium_variant,858,2066,3.823
medium_variant,858,2067,3.761
medium_variant,858,2068,3.699
medium_variant,858,2069,3.639
medium_variant,858,2070,3.579
medium_variant,858,2071,3.52
medium_variant,858,2072,3.462
medium_variant,858,2073,3.406
medium_variant,858,2074,3.351
medium_variant,858,2075,3.298
medium_variant,858,2076,3.245
medium_variant,858,2077,3.193
medium_variant,858,2078,3.143
medium_variant,858,2079,3.093
medium_variant,858,2080,3.044
medium_variant,858,2081,2.996
medium_variant,858,2082,2.949
medium_variant,858,2083,2.904
medium_variant,858,2084,2.861
medium_variant,858,2085,2.818
medium_variant,858,2086,2.777
medium_variant,858,2087,2.736
medium_variant,858,2088,2.695
medium_variant,858,2089,2.655
medium_variant,858,2090,2.615
medium_variant,858,2091,2.576
medium_variant,858,2092,2.538
medium_variant,858,2093,2.5
medium_variant,858,2094,2.464
medium_variant,858,2095,2.429
medium_variant,858,2096,2.396
medium_variant,858,2097,2.364
medium_variant,858,2098,2.334
medium_variant,858,2099,2.305
