variant,country,year,infantmortalityper1000livebirth
estimates,462,1950,276.081
estimates,462,1951,274.2
estimates,462,1952,270.38
estimates,462,1953,266.445
estimates,462,1954,262.394
estimates,462,1955,258.227
estimates,462,1956,253.939
estimates,462,1957,249.523
estimates,462,1958,244.967
estimates,462,1959,240.251
estimates,462,1960,235.349
estimates,462,1961,230.238
estimates,462,1962,224.893
estimates,462,1963,219.302
estimates,462,1964,213.465
estimates,462,1965,207.387
estimates,462,1966,201.078
estimates,462,1967,194.575
estimates,462,1968,187.917
estimates,462,1969,181.139
estimates,462,1970,174.242
estimates,462,1971,167.213
estimates,462,1972,160.065
estimates,462,1973,152.85
estimates,462,1974,145.643
estimates,462,1975,138.537
estimates,462,1976,131.626
estimates,462,1977,124.982
estimates,462,1978,118.668
estimates,462,1979,112.733
estimates,462,1980,107.207
estimates,462,1981,102.091
estimates,462,1982,97.328
estimates,462,1983,92.863
estimates,462,1984,88.664
estimates,462,1985,84.716
estimates,462,1986,81.009
estimates,462,1987,77.521
estimates,462,1988,74.215
estimates,462,1989,71.041
estimates,462,1990,67.951
estimates,462,1991,64.904
estimates,462,1992,61.871
estimates,462,1993,58.822
estimates,462,1994,55.723
estimates,462,1995,52.528
estimates,462,1996,49.202
estimates,462,1997,45.762
estimates,462,1998,42.243
estimates,462,1999,38.686
estimates,462,2000,35.147
estimates,462,2001,31.685
estimates,462,2002,28.368
estimates,462,2003,25.256
estimates,462,2004,22.398
estimates,462,2005,19.83
estimates,462,2006,17.57
estimates,462,2007,15.592
estimates,462,2008,13.866
estimates,462,2009,12.379
estimates,462,2010,11.119
estimates,462,2011,10.071
estimates,462,2012,9.21
estimates,462,2013,8.504
estimates,462,2014,7.921
estimates,462,2015,7.433
medium_variant,462,2015,7.433
medium_variant,462,2016,7.022
medium_variant,462,2017,6.677
medium_variant,462,2018,6.383
medium_variant,462,2019,6.122
medium_variant,462,2020,5.878
medium_variant,462,2021,5.645
medium_variant,462,2022,5.426
medium_variant,462,2023,5.224
medium_variant,462,2024,5.033
medium_variant,462,2025,4.85
medium_variant,462,2026,4.675
medium_variant,462,2027,4.511
medium_variant,462,2028,4.358
medium_variant,462,2029,4.215
medium_variant,462,2030,4.082
medium_variant,462,2031,3.957
medium_variant,462,2032,3.839
medium_variant,462,2033,3.727
medium_variant,462,2034,3.621
medium_variant,462,2035,3.519
medium_variant,462,2036,3.42
medium_variant,462,2037,3.325
medium_variant,462,2038,3.233
medium_variant,462,2039,3.146
medium_variant,462,2040,3.063
medium_variant,462,2041,2.985
medium_variant,462,2042,2.913
medium_variant,462,2043,2.847
medium_variant,462,2044,2.786
medium_variant,462,2045,2.731
medium_variant,462,2046,2.682
medium_variant,462,2047,2.636
medium_variant,462,2048,2.593
medium_variant,462,2049,2.553
medium_variant,462,2050,2.515
medium_variant,462,2051,2.478
medium_variant,462,2052,2.443
medium_variant,462,2053,2.409
medium_variant,462,2054,2.376
medium_variant,462,2055,2.344
medium_variant,462,2056,2.313
medium_variant,462,2057,2.282
medium_variant,462,2058,2.253
medium_variant,462,2059,2.224
medium_variant,462,2060,2.196
medium_variant,462,2061,2.168
medium_variant,462,2062,2.14
medium_variant,462,2063,2.113
medium_variant,462,2064,2.085
medium_variant,462,2065,2.058
medium_variant,462,2066,2.031
medium_variant,462,2067,2.005
medium_variant,462,2068,1.98
medium_variant,462,2069,1.955
medium_variant,462,2070,1.932
medium_variant,462,2071,1.909
medium_variant,462,2072,1.887
medium_variant,462,2073,1.866
medium_variant,462,2074,1.846
medium_variant,462,2075,1.825
medium_variant,462,2076,1.806
medium_variant,462,2077,1.786
medium_variant,462,2078,1.767
medium_variant,462,2079,1.747
medium_variant,462,2080,1.728
medium_variant,462,2081,1.709
medium_variant,462,2082,1.691
medium_variant,462,2083,1.673
medium_variant,462,2084,1.655
medium_variant,462,2085,1.638
medium_variant,462,2086,1.621
medium_variant,462,2087,1.605
medium_variant,462,2088,1.588
medium_variant,462,2089,1.573
medium_variant,462,2090,1.558
medium_variant,462,2091,1.543
medium_variant,462,2092,1.529
medium_variant,462,2093,1.515
medium_variant,462,2094,1.502
medium_variant,462,2095,1.49
medium_variant,462,2096,1.478
medium_variant,462,2097,1.467
medium_variant,462,2098,1.456
medium_variant,462,2099,1.446
