variant,country,year,infantmortalityper1000livebirth
estimates,608,1950,101.143
estimates,608,1951,100.016
estimates,608,1952,97.791
estimates,608,1953,95.624
estimates,608,1954,93.515
estimates,608,1955,91.463
estimates,608,1956,89.465
estimates,608,1957,87.518
estimates,608,1958,85.615
estimates,608,1959,83.745
estimates,608,1960,81.892
estimates,608,1961,80.044
estimates,608,1962,78.187
estimates,608,1963,76.312
estimates,608,1964,74.421
estimates,608,1965,72.484
estimates,608,1966,70.47
estimates,608,1967,68.401
estimates,608,1968,66.331
estimates,608,1969,64.338
estimates,608,1970,62.586
estimates,608,1971,61.267
estimates,608,1972,60.465
estimates,608,1973,60.177
estimates,608,1974,60.329
estimates,608,1975,60.763
estimates,608,1976,61.261
estimates,608,1977,61.578
estimates,608,1978,61.505
estimates,608,1979,60.928
estimates,608,1980,59.731
estimates,608,1981,57.864
estimates,608,1982,55.462
estimates,608,1983,52.7
estimates,608,1984,49.717
estimates,608,1985,46.721
estimates,608,1986,43.933
estimates,608,1987,41.501
estimates,608,1988,39.521
estimates,608,1989,38.031
estimates,608,1990,36.992
estimates,608,1991,36.291
estimates,608,1992,35.737
estimates,608,1993,35.175
estimates,608,1994,34.538
estimates,608,1995,33.797
estimates,608,1996,32.967
estimates,608,1997,32.115
estimates,608,1998,31.296
estimates,608,1999,30.517
estimates,608,2000,29.782
estimates,608,2001,29.085
estimates,608,2002,28.416
estimates,608,2003,27.763
estimates,608,2004,27.124
estimates,608,2005,26.497
estimates,608,2006,25.885
estimates,608,2007,25.29
estimates,608,2008,24.711
estimates,608,2009,24.146
estimates,608,2010,23.589
estimates,608,2011,23.034
estimates,608,2012,22.478
estimates,608,2013,21.92
estimates,608,2014,21.361
estimates,608,2015,20.808
medium_variant,608,2015,20.808
medium_variant,608,2016,20.267
medium_variant,608,2017,19.748
medium_variant,608,2018,19.254
medium_variant,608,2019,18.788
medium_variant,608,2020,18.347
medium_variant,608,2021,17.929
medium_variant,608,2022,17.525
medium_variant,608,2023,17.131
medium_variant,608,2024,16.745
medium_variant,608,2025,16.366
medium_variant,608,2026,15.997
medium_variant,608,2027,15.64
medium_variant,608,2028,15.297
medium_variant,608,2029,14.967
medium_variant,608,2030,14.648
medium_variant,608,2031,14.338
medium_variant,608,2032,14.034
medium_variant,608,2033,13.734
medium_variant,608,2034,13.436
medium_variant,608,2035,13.14
medium_variant,608,2036,12.847
medium_variant,608,2037,12.558
medium_variant,608,2038,12.275
medium_variant,608,2039,11.996
medium_variant,608,2040,11.721
medium_variant,608,2041,11.449
medium_variant,608,2042,11.178
medium_variant,608,2043,10.91
medium_variant,608,2044,10.647
medium_variant,608,2045,10.393
medium_variant,608,2046,10.15
medium_variant,608,2047,9.924
medium_variant,608,2048,9.715
medium_variant,608,2049,9.524
medium_variant,608,2050,9.349
medium_variant,608,2051,9.189
medium_variant,608,2052,9.039
medium_variant,608,2053,8.895
medium_variant,608,2054,8.756
medium_variant,608,2055,8.618
medium_variant,608,2056,8.481
medium_variant,608,2057,8.345
medium_variant,608,2058,8.211
medium_variant,608,2059,8.079
medium_variant,608,2060,7.946
medium_variant,608,2061,7.814
medium_variant,608,2062,7.682
medium_variant,608,2063,7.552
medium_variant,608,2064,7.424
medium_variant,608,2065,7.299
medium_variant,608,2066,7.179
medium_variant,608,2067,7.064
medium_variant,608,2068,6.955
medium_variant,608,2069,6.852
medium_variant,608,2070,6.754
medium_variant,608,2071,6.661
medium_variant,608,2072,6.57
medium_variant,608,2073,6.482
medium_variant,608,2074,6.394
medium_variant,608,2075,6.306
medium_variant,608,2076,6.218
medium_variant,608,2077,6.13
medium_variant,608,2078,6.042
medium_variant,608,2079,5.955
medium_variant,608,2080,5.87
medium_variant,608,2081,5.789
medium_variant,608,2082,5.714
medium_variant,608,2083,5.644
medium_variant,608,2084,5.579
medium_variant,608,2085,5.52
medium_variant,608,2086,5.465
medium_variant,608,2087,5.413
medium_variant,608,2088,5.362
medium_variant,608,2089,5.311
medium_variant,608,2090,5.261
medium_variant,608,2091,5.211
medium_variant,608,2092,5.16
medium_variant,608,2093,5.11
medium_variant,608,2094,5.06
medium_variant,608,2095,5.011
medium_variant,608,2096,4.962
medium_variant,608,2097,4.914
medium_variant,608,2098,4.866
medium_variant,608,2099,4.818
