variant,country,year,infantmortalityper1000livebirth
estimates,818,1950,272.438
estimates,818,1951,265.957
estimates,818,1952,253.542
estimates,818,1953,242.217
estimates,818,1954,231.982
estimates,818,1955,222.832
estimates,818,1956,214.749
estimates,818,1957,207.698
estimates,818,1958,201.617
estimates,818,1959,196.402
estimates,818,1960,191.926
estimates,818,1961,188.046
estimates,818,1962,184.606
estimates,818,1963,181.47
estimates,818,1964,178.549
estimates,818,1965,175.918
estimates,818,1966,173.753
estimates,818,1967,172.137
estimates,818,1968,171.009
estimates,818,1969,170.154
estimates,818,1970,169.172
estimates,818,1971,167.589
estimates,818,1972,165.074
estimates,818,1973,161.442
estimates,818,1974,156.673
estimates,818,1975,150.944
estimates,818,1976,144.602
estimates,818,1977,138.098
estimates,818,1978,131.784
estimates,818,1979,125.792
estimates,818,1980,120.069
estimates,818,1981,114.41
estimates,818,1982,108.57
estimates,818,1983,102.428
estimates,818,1984,96.059
estimates,818,1985,89.7
estimates,818,1986,83.676
estimates,818,1987,78.248
estimates,818,1988,73.557
estimates,818,1989,69.592
estimates,818,1990,66.152
estimates,818,1991,62.909
estimates,818,1992,59.533
estimates,818,1993,55.82
estimates,818,1994,51.757
estimates,818,1995,47.486
estimates,818,1996,43.275
estimates,818,1997,39.443
estimates,818,1998,36.218
estimates,818,1999,33.658
estimates,818,2000,31.736
estimates,818,2001,30.333
estimates,818,2002,29.219
estimates,818,2003,28.203
estimates,818,2004,27.194
estimates,818,2005,26.14
estimates,818,2006,25.037
estimates,818,2007,23.944
estimates,818,2008,22.905
estimates,818,2009,21.919
estimates,818,2010,20.986
estimates,818,2011,20.103
estimates,818,2012,19.27
estimates,818,2013,18.487
estimates,818,2014,17.752
estimates,818,2015,17.068
medium_variant,818,2015,17.068
medium_variant,818,2016,16.436
medium_variant,818,2017,15.856
medium_variant,818,2018,15.328
medium_variant,818,2019,14.845
medium_variant,818,2020,14.405
medium_variant,818,2021,14.002
medium_variant,818,2022,13.631
medium_variant,818,2023,13.285
medium_variant,818,2024,12.96
medium_variant,818,2025,12.649
medium_variant,818,2026,12.35
medium_variant,818,2027,12.063
medium_variant,818,2028,11.788
medium_variant,818,2029,11.522
medium_variant,818,2030,11.263
medium_variant,818,2031,11.01
medium_variant,818,2032,10.766
medium_variant,818,2033,10.529
medium_variant,818,2034,10.299
medium_variant,818,2035,10.077
medium_variant,818,2036,9.862
medium_variant,818,2037,9.655
medium_variant,818,2038,9.455
medium_variant,818,2039,9.261
medium_variant,818,2040,9.075
medium_variant,818,2041,8.895
medium_variant,818,2042,8.721
medium_variant,818,2043,8.553
medium_variant,818,2044,8.39
medium_variant,818,2045,8.232
medium_variant,818,2046,8.076
medium_variant,818,2047,7.923
medium_variant,818,2048,7.773
medium_variant,818,2049,7.627
medium_variant,818,2050,7.488
medium_variant,818,2051,7.359
medium_variant,818,2052,7.243
medium_variant,818,2053,7.139
medium_variant,818,2054,7.047
medium_variant,818,2055,6.966
medium_variant,818,2056,6.892
medium_variant,818,2057,6.823
medium_variant,818,2058,6.754
medium_variant,818,2059,6.685
medium_variant,818,2060,6.616
medium_variant,818,2061,6.546
medium_variant,818,2062,6.478
medium_variant,818,2063,6.413
medium_variant,818,2064,6.353
medium_variant,818,2065,6.298
medium_variant,818,2066,6.249
medium_variant,818,2067,6.205
medium_variant,818,2068,6.166
medium_variant,818,2069,6.133
medium_variant,818,2070,6.103
medium_variant,818,2071,6.076
medium_variant,818,2072,6.051
medium_variant,818,2073,6.027
medium_variant,818,2074,6.004
medium_variant,818,2075,5.98
medium_variant,818,2076,5.957
medium_variant,818,2077,5.933
medium_variant,818,2078,5.911
medium_variant,818,2079,5.889
medium_variant,818,2080,5.868
medium_variant,818,2081,5.849
medium_variant,818,2082,5.832
medium_variant,818,2083,5.817
medium_variant,818,2084,5.804
medium_variant,818,2085,5.791
medium_variant,818,2086,5.777
medium_variant,818,2087,5.761
medium_variant,818,2088,5.744
medium_variant,818,2089,5.728
medium_variant,818,2090,5.718
medium_variant,818,2091,5.717
medium_variant,818,2092,5.729
medium_variant,818,2093,5.758
medium_variant,818,2094,5.805
medium_variant,818,2095,5.872
medium_variant,818,2096,5.961
medium_variant,818,2097,6.071
medium_variant,818,2098,6.204
medium_variant,818,2099,6.358
