variant,country,year,infantmortalityper1000livebirth
estimates,222,1950,156.807
estimates,222,1951,155.147
estimates,222,1952,151.86
estimates,222,1953,148.638
estimates,222,1954,145.481
estimates,222,1955,142.39
estimates,222,1956,139.364
estimates,222,1957,136.407
estimates,222,1958,133.521
estimates,222,1959,130.71
estimates,222,1960,127.981
estimates,222,1961,125.339
estimates,222,1962,122.791
estimates,222,1963,120.342
estimates,222,1964,117.991
estimates,222,1965,115.743
estimates,222,1966,113.602
estimates,222,1967,111.561
estimates,222,1968,109.606
estimates,222,1969,107.725
estimates,222,1970,105.913
estimates,222,1971,104.173
estimates,222,1972,102.489
estimates,222,1973,100.833
estimates,222,1974,99.167
estimates,222,1975,97.458
estimates,222,1976,95.678
estimates,222,1977,93.795
estimates,222,1978,91.771
estimates,222,1979,89.566
estimates,222,1980,87.121
estimates,222,1981,84.387
estimates,222,1982,81.362
estimates,222,1983,78.062
estimates,222,1984,74.512
estimates,222,1985,70.731
estimates,222,1986,66.742
estimates,222,1987,62.615
estimates,222,1988,58.44
estimates,222,1989,54.301
estimates,222,1990,50.29
estimates,222,1991,46.48
estimates,222,1992,42.911
estimates,222,1993,39.622
estimates,222,1994,36.654
estimates,222,1995,34.041
estimates,222,1996,31.793
estimates,222,1997,29.867
estimates,222,1998,28.217
estimates,222,1999,26.814
estimates,222,2000,25.633
estimates,222,2001,24.653
estimates,222,2002,23.843
estimates,222,2003,23.162
estimates,222,2004,22.563
estimates,222,2005,21.998
estimates,222,2006,21.427
estimates,222,2007,20.837
estimates,222,2008,20.218
estimates,222,2009,19.558
estimates,222,2010,18.861
estimates,222,2011,18.145
estimates,222,2012,17.439
estimates,222,2013,16.767
estimates,222,2014,16.135
estimates,222,2015,15.541
medium_variant,222,2015,15.541
medium_variant,222,2016,14.977
medium_variant,222,2017,14.43
medium_variant,222,2018,13.891
medium_variant,222,2019,13.362
medium_variant,222,2020,12.85
medium_variant,222,2021,12.365
medium_variant,222,2022,11.917
medium_variant,222,2023,11.511
medium_variant,222,2024,11.148
medium_variant,222,2025,10.825
medium_variant,222,2026,10.534
medium_variant,222,2027,10.265
medium_variant,222,2028,10.009
medium_variant,222,2029,9.761
medium_variant,222,2030,9.517
medium_variant,222,2031,9.277
medium_variant,222,2032,9.044
medium_variant,222,2033,8.821
medium_variant,222,2034,8.607
medium_variant,222,2035,8.4
medium_variant,222,2036,8.2
medium_variant,222,2037,8.006
medium_variant,222,2038,7.819
medium_variant,222,2039,7.637
medium_variant,222,2040,7.461
medium_variant,222,2041,7.29
medium_variant,222,2042,7.125
medium_variant,222,2043,6.965
medium_variant,222,2044,6.811
medium_variant,222,2045,6.662
medium_variant,222,2046,6.518
medium_variant,222,2047,6.38
medium_variant,222,2048,6.246
medium_variant,222,2049,6.116
medium_variant,222,2050,5.989
medium_variant,222,2051,5.864
medium_variant,222,2052,5.742
medium_variant,222,2053,5.622
medium_variant,222,2054,5.504
medium_variant,222,2055,5.388
medium_variant,222,2056,5.277
medium_variant,222,2057,5.17
medium_variant,222,2058,5.069
medium_variant,222,2059,4.973
medium_variant,222,2060,4.882
medium_variant,222,2061,4.796
medium_variant,222,2062,4.712
medium_variant,222,2063,4.631
medium_variant,222,2064,4.552
medium_variant,222,2065,4.473
medium_variant,222,2066,4.396
medium_variant,222,2067,4.319
medium_variant,222,2068,4.244
medium_variant,222,2069,4.17
medium_variant,222,2070,4.097
medium_variant,222,2071,4.026
medium_variant,222,2072,3.957
medium_variant,222,2073,3.889
medium_variant,222,2074,3.823
medium_variant,222,2075,3.76
medium_variant,222,2076,3.697
medium_variant,222,2077,3.636
medium_variant,222,2078,3.577
medium_variant,222,2079,3.518
medium_variant,222,2080,3.461
medium_variant,222,2081,3.404
medium_variant,222,2082,3.348
medium_variant,222,2083,3.294
medium_variant,222,2084,3.24
medium_variant,222,2085,3.188
medium_variant,222,2086,3.136
medium_variant,222,2087,3.085
medium_variant,222,2088,3.036
medium_variant,222,2089,2.987
medium_variant,222,2090,2.939
medium_variant,222,2091,2.893
medium_variant,222,2092,2.847
medium_variant,222,2093,2.802
medium_variant,222,2094,2.758
medium_variant,222,2095,2.714
medium_variant,222,2096,2.672
medium_variant,222,2097,2.63
medium_variant,222,2098,2.589
medium_variant,222,2099,2.549
