global,year,variant,gender,age5yearinterval,population
900,1955,estimates,female,55_59,50912.441
900,1955,estimates,male,55_59,46852.047
900,1955,estimates,female,60_64,41117.21
900,1955,estimates,male,60_64,36048.432
900,1955,estimates,female,65_69,32673.005
900,1955,estimates,male,65_69,26914.317
900,1955,estimates,female,70_74,22955.245
900,1955,estimates,male,70_74,17525.039
900,1955,estimates,female,75_79,13820.96
900,1955,estimates,male,75_79,9942.12
900,1960,estimates,female,0_4,211791.021
900,1960,estimates,male,0_4,220851.799
900,1960,estimates,female,5_9,186858.773
900,1960,estimates,male,5_9,195285.783
900,1960,estimates,female,10_14,151903.339
900,1960,estimates,male,10_14,157996.474
900,1960,estimates,female,15_19,126162.811
900,1960,estimates,male,15_19,131937.127
900,1960,estimates,female,20_24,121998.085
900,1960,estimates,male,20_24,126823.363
900,1960,estimates,female,25_29,111338.601
900,1960,estimates,male,25_29,115332.794
900,1960,estimates,female,30_34,103354.173
900,1960,estimates,male,30_34,106370.902
900,1960,estimates,female,35_39,92334.531
900,1960,estimates,male,35_39,91110.492
900,1960,estimates,female,40_44,77938.283
900,1960,estimates,male,40_44,77500.836
900,1960,estimates,female,45_49,76073.161
900,1960,estimates,male,45_49,73309.8819999999
900,1960,estimates,female,50_54,67013.457
900,1960,estimates,male,50_54,63560.906
900,1960,estimates,female,55_59,57158.135
900,1960,estimates,male,55_59,52521.35
900,1960,estimates,female,60_64,45727.124
900,1960,estimates,male,60_64,39715.011
900,1960,estimates,female,65_69,34776.735
900,1960,estimates,male,65_69,28306.877
900,1960,estimates,female,70_74,25282.514
900,1960,estimates,male,70_74,18943.389
900,1960,estimates,female,75_79,15450.054
900,1960,estimates,male,75_79,10526.959
900,1965,estimates,female,0_4,234976.14
900,1965,estimates,male,0_4,245624.89
900,1965,estimates,female,5_9,200317.85
900,1965,estimates,male,5_9,209267.488
900,1965,estimates,female,10_14,183159.665
900,1965,estimates,male,10_14,191435.92
900,1965,estimates,female,15_19,149511.758
900,1965,estimates,male,15_19,155175.919
900,1965,estimates,female,20_24,123642.628
900,1965,estimates,male,20_24,128657.073
900,1965,estimates,female,25_29,119198.088
900,1965,estimates,male,25_29,123970.492
900,1965,estimates,female,30_34,108288.867
900,1965,estimates,male,30_34,112369.779
900,1965,estimates,female,35_39,100246.116
900,1965,estimates,male,35_39,103228.546
900,1965,estimates,female,40_44,89107.686
900,1965,estimates,male,40_44,87641.831
900,1965,estimates,female,45_49,74557.004
900,1965,estimates,male,45_49,73265.986
900,1965,estimates,female,50_54,72325.943
900,1965,estimates,male,50_54,68041.107
900,1965,estimates,female,55_59,62782.98
900,1965,estimates,male,55_59,57279.274
900,1965,estimates,female,60_64,51588.31
900,1965,estimates,male,60_64,44880.744
900,1965,estimates,female,65_69,39111.735
900,1965,estimates,male,65_69,31653.356
900,1965,estimates,female,70_74,27477.402
900,1965,estimates,male,70_74,20284.49
900,1965,estimates,female,75_79,17742.515
900,1965,estimates,male,75_79,11807.349
900,1970,estimates,female,0_4,256623.863
900,1970,estimates,male,0_4,267076.925
900,1970,estimates,female,5_9,225197.456
900,1970,estimates,male,5_9,235354.804
900,1970,estimates,female,10_14,197753.355
900,1970,estimates,male,10_14,206751.459
900,1970,estimates,female,15_19,180964.585
900,1970,estimates,male,15_19,188825.828
900,1970,estimates,female,20_24,147023.037
900,1970,estimates,male,20_24,151512.428
900,1970,estimates,female,25_29,121196.662
900,1970,estimates,male,25_29,126091.762
900,1970,estimates,female,30_34,116719.925
900,1970,estimates,male,30_34,121377.886
900,1970,estimates,female,35_39,105542.554
900,1970,estimates,male,35_39,109478.401
900,1970,estimates,female,40_44,97458.176
900,1970,estimates,male,40_44,100172.959
900,1970,estimates,female,45_49,86250.191
900,1970,estimates,male,45_49,84006.439
900,1970,estimates,female,50_54,71126.483
900,1970,estimates,male,50_54,68831.042
900,1970,estimates,female,55_59,68304.324
900,1970,estimates,male,55_59,62488.247
900,1970,estimates,female,60_64,57679.883
900,1970,estimates,male,60_64,50279.9
900,1970,estimates,female,65_69,45428.112
900,1970,estimates,male,65_69,36975.11
900,1970,estimates,female,70_74,32015.212
900,1970,estimates,male,70_74,23612.963
900,1970,estimates,female,75_79,19936.356
900,1970,estimates,male,75_79,13180.496
900,1975,estimates,female,0_4,265618.01
900,1975,estimates,male,0_4,277683.985
900,1975,estimates,female,5_9,247168.533
900,1975,estimates,male,5_9,257336.215
900,1975,estimates,female,10_14,222437.984
900,1975,estimates,male,10_14,232438.143
900,1975,estimates,female,15_19,195353.9
900,1975,estimates,male,15_19,203803.88
900,1975,estimates,female,20_24,178432.653
900,1975,estimates,male,20_24,185443.457
900,1975,estimates,female,25_29,144978.549
900,1975,estimates,male,25_29,149497.715
900,1975,estimates,female,30_34,119481.285
900,1975,estimates,male,30_34,124216.174
900,1975,estimates,female,35_39,114664.107
900,1975,estimates,male,35_39,118984.799
900,1975,estimates,female,40_44,103230.75
900,1975,estimates,male,40_44,106730.494
900,1975,estimates,female,45_49,94799.184
900,1975,estimates,male,45_49,96570.351
900,1975,estimates,female,50_54,83284.184
900,1975,estimates,male,50_54,79639.574
900,1975,estimates,female,55_59,67444.8
900,1975,estimates,male,55_59,63485.929
900,1975,estimates,female,60_64,63122.728
900,1975,estimates,male,60_64,55391.49
900,1975,estimates,female,65_69,51356.232
900,1975,estimates,male,65_69,41849.262
900,1975,estimates,female,70_74,37572.818
900,1975,estimates,male,70_74,27983.07
900,1975,estimates,female,75_79,23696.746
900,1975,estimates,male,75_79,15546.786
900,1980,estimates,female,0_4,267985.103
900,1980,estimates,male,0_4,280193.484
900,1980,estimates,female,5_9,256897.377
900,1980,estimates,male,5_9,269057.948
900,1980,estimates,female,10_14,244601.295
900,1980,estimates,male,10_14,255065.585
900,1980,estimates,female,15_19,220502.362
900,1980,estimates,male,15_19,230425.574
900,1980,estimates,female,20_24,193137.87
900,1980,estimates,male,20_24,201037.691
900,1980,estimates,female,25_29,175929.314
900,1980,estimates,male,25_29,182659.159
900,1980,estimates,female,30_34,142990.785
900,1980,estimates,male,30_34,147254.511
900,1980,estimates,female,35_39,117496.46
900,1980,estimates,male,35_39,121440.342
900,1980,estimates,female,40_44,112519.317
900,1980,estimates,male,40_44,116014.691
900,1980,estimates,female,45_49,100739.926
900,1980,estimates,male,45_49,102821.931
900,1980,estimates,female,50_54,91793.181
900,1980,estimates,male,50_54,91753.486
900,1980,estimates,female,55_59,79590.286
900,1980,estimates,male,55_59,74008.022
900,1980,estimates,female,60_64,62829.929
900,1980,estimates,male,60_64,56885.659
900,1980,estimates,female,65_69,56800.617
900,1980,estimates,male,65_69,47027.356
900,1980,estimates,female,70_74,43202.472
900,1980,estimates,male,70_74,32310.472
900,1980,estimates,female,75_79,28558.945
900,1980,estimates,male,75_79,19059.794
900,1985,estimates,female,0_4,289574.332
900,1985,estimates,male,0_4,303217.978
900,1985,estimates,female,5_9,260405.835
900,1985,estimates,male,5_9,272505.942
900,1985,estimates,female,10_14,254691.832
900,1985,estimates,male,10_14,266702.782
900,1985,estimates,female,15_19,242872.112
900,1985,estimates,male,15_19,252975.313
900,1985,estimates,female,20_24,218378.061
900,1985,estimates,male,20_24,227328.517
900,1985,estimates,female,25_29,190971.076
900,1985,estimates,male,25_29,198339.658
900,1985,estimates,female,30_34,174032.632
900,1985,estimates,male,30_34,180280.182
900,1985,estimates,female,35_39,141138.777
900,1985,estimates,male,35_39,144758.785
900,1985,estimates,female,40_44,115555.966
900,1985,estimates,male,40_44,118746.14
900,1985,estimates,female,45_49,109990.164
900,1985,estimates,male,45_49,112155.404
900,1985,estimates,female,50_54,97686.565
900,1985,estimates,male,50_54,98002.013
900,1985,estimates,female,55_59,87826.324
900,1985,estimates,male,55_59,85443.271
900,1985,estimates,female,60_64,74359.745
900,1985,estimates,male,60_64,66533.614
900,1985,estimates,female,65_69,56548.013
900,1985,estimates,male,65_69,48409.777
900,1985,estimates,female,70_74,48166.441
900,1985,estimates,male,70_74,36649.417
900,1985,estimates,female,75_79,33166.462
900,1985,estimates,male,75_79,22023.867
900,1990,estimates,female,0_4,314206.211
900,1990,estimates,male,0_4,330661.046
900,1990,estimates,female,5_9,282265.342
900,1990,estimates,male,5_9,295881.002
900,1990,estimates,female,10_14,258596.281
900,1990,estimates,male,10_14,270418.261
900,1990,estimates,female,15_19,253073.515
900,1990,estimates,male,15_19,264586.451
900,1990,estimates,female,20_24,240425.637
900,1990,estimates,male,20_24,249551.979
900,1990,estimates,female,25_29,215867.473
900,1990,estimates,male,25_29,224092.483
900,1990,estimates,female,30_34,189138.357
900,1990,estimates,male,30_34,195663.49
900,1990,estimates,female,35_39,171955.367
900,1990,estimates,male,35_39,177333.272
900,1990,estimates,female,40_44,139183.805
900,1990,estimates,male,40_44,141744.92
900,1990,estimates,female,45_49,113157.788
900,1990,estimates,male,45_49,115187.082
900,1990,estimates,female,50_54,106850.431
900,1990,estimates,male,50_54,107313.367
900,1990,estimates,female,55_59,93691.923
900,1990,estimates,male,55_59,91850.196
900,1990,estimates,female,60_64,82494.626
900,1990,estimates,male,60_64,77376.352
900,1990,estimates,female,65_69,67459.313
900,1990,estimates,male,65_69,57240.733
900,1990,estimates,female,70_74,48070.779
900,1990,estimates,male,70_74,38346.684
900,1990,estimates,female,75_79,37495.347
900,1990,estimates,male,75_79,25551.037
900,1990,estimates,female,80_84,22263.64
900,1990,estimates,male,80_84,12587.798
900,1990,estimates,female,85_89,9874.154
900,1990,estimates,male,85_89,4592.64
900,1990,estimates,female,90_94,2973.018
900,1990,estimates,male,90_94,1060.858
900,1990,estimates,female,95_99,598.352
900,1990,estimates,male,95_99,172.442
900,1990,estimates,female,100plus,72.105
900,1990,estimates,male,100plus,17.95
900,1995,estimates,female,0_4,302129.687
900,1995,estimates,male,0_4,320931.426
900,1995,estimates,female,5_9,307653.918
900,1995,estimates,male,5_9,323879.778
900,1995,estimates,female,10_14,280839.896
900,1995,estimates,male,10_14,294246.913
900,1995,estimates,female,15_19,256839.266
900,1995,estimates,male,15_19,268069.975
900,1995,estimates,female,20_24,250249.234
900,1995,estimates,male,20_24,260308.549
900,1995,estimates,female,25_29,237947.433
900,1995,estimates,male,25_29,245651.869
900,1995,estimates,female,30_34,214005.367
900,1995,estimates,male,30_34,221187.184
900,1995,estimates,female,35_39,187103.232
900,1995,estimates,male,35_39,192553.946
900,1995,estimates,female,40_44,169592.061
900,1995,estimates,male,40_44,173644.239
900,1995,estimates,female,45_49,136407.238
900,1995,estimates,male,45_49,137420.517
900,1995,estimates,female,50_54,110148.367
900,1995,estimates,male,50_54,110353.588
900,1995,estimates,female,55_59,102719.753
900,1995,estimates,male,55_59,100635.823
900,1995,estimates,female,60_64,88229.437
900,1995,estimates,male,60_64,83524.767
900,1995,estimates,female,65_69,75069.414
900,1995,estimates,male,65_69,66720.279
900,1995,estimates,female,70_74,57953.327
900,1995,estimates,male,70_74,45674.394
900,1995,estimates,female,75_79,37695.974
900,1995,estimates,male,75_79,27108.859
900,1995,estimates,female,80_84,25589.274
900,1995,estimates,male,80_84,15062.721
900,1995,estimates,female,85_89,12162.056
900,1995,estimates,male,85_89,5670.304
900,1995,estimates,female,90_94,3941.18
900,1995,estimates,male,90_94,1447.928
900,1995,estimates,female,95_99,774.513
900,1995,estimates,male,95_99,212.849
900,1995,estimates,female,100plus,95.762
900,1995,estimates,male,100plus,22.139
900,2000,estimates,female,0_4,294992.165
900,2000,estimates,male,0_4,314356.218
900,2000,estimates,female,5_9,296594.753
900,2000,estimates,male,5_9,315216.061
900,2000,estimates,female,10_14,306007.342
900,2000,estimates,male,10_14,322080.082
900,2000,estimates,female,15_19,279016.724
900,2000,estimates,male,15_19,291765.531
900,2000,estimates,female,20_24,254101.451
900,2000,estimates,male,20_24,264014.903
900,2000,estimates,female,25_29,247927.155
900,2000,estimates,male,25_29,256606.607
900,2000,estimates,female,30_34,235777.848
900,2000,estimates,male,30_34,242091.453
900,2000,estimates,female,35_39,211815.507
900,2000,estimates,male,35_39,217412.505
900,2000,estimates,female,40_44,184503.049
900,2000,estimates,male,40_44,188277.358
900,2000,estimates,female,45_49,166577.305
900,2000,estimates,male,45_49,168718.235
900,2000,estimates,female,50_54,133055.496
900,2000,estimates,male,50_54,131959.732
900,2000,estimates,female,55_59,106059.012
900,2000,estimates,male,55_59,103845.357
900,2000,estimates,female,60_64,96997.371
900,2000,estimates,male,60_64,91832.566
900,2000,estimates,female,65_69,80709.522
900,2000,estimates,male,65_69,72686.714
900,2000,estimates,female,70_74,65080.323
900,2000,estimates,male,70_74,53689.983
900,2000,estimates,female,75_79,46234.723
900,2000,estimates,male,75_79,32869.743
900,2000,estimates,female,80_84,26121.668
900,2000,estimates,male,80_84,16363.747
900,2000,estimates,female,85_89,14290.287
900,2000,estimates,male,85_89,7032.846
900,2000,estimates,female,90_94,4978.111
900,2000,estimates,male,90_94,1848.675
900,2000,estimates,female,95_99,1048.106
900,2000,estimates,male,95_99,300.484
900,2000,estimates,female,100plus,122.954
900,2000,estimates,male,100plus,27.408
900,2005,estimates,female,0_4,301292.437
900,2005,estimates,male,0_4,322527.948
900,2005,estimates,female,5_9,290378.009
900,2005,estimates,male,5_9,309657.982
900,2005,estimates,female,10_14,295284.026
900,2005,estimates,male,10_14,313777.897
900,2005,estimates,female,15_19,304428.767
900,2005,estimates,male,15_19,319787.782
900,2005,estimates,female,20_24,276520.571
900,2005,estimates,male,20_24,287686.776
900,2005,estimates,female,25_29,251927.584
900,2005,estimates,male,25_29,260586.642
900,2005,estimates,female,30_34,245237.806
900,2005,estimates,male,30_34,253271.408
900,2005,estimates,female,35_39,233026.526
900,2005,estimates,male,35_39,238510.496
900,2005,estimates,female,40_44,208591.782
900,2005,estimates,male,40_44,213054.561
900,2005,estimates,female,45_49,180695.709
900,2005,estimates,male,45_49,182655.094
900,2005,estimates,female,50_54,162643.33
900,2005,estimates,male,50_54,162158.189
900,2005,estimates,female,55_59,128698.042
900,2005,estimates,male,55_59,125314.956
900,2005,estimates,female,60_64,100477.503
900,2005,estimates,male,60_64,95827.562
900,2005,estimates,female,65_69,88851.341
900,2005,estimates,male,65_69,80744.687
900,2005,estimates,female,70_74,70328.15
900,2005,estimates,male,70_74,59652.747
900,2005,estimates,female,75_79,52240.523
900,2005,estimates,male,75_79,39366.232
900,2005,estimates,female,80_84,32742.208
900,2005,estimates,male,80_84,20631.22
900,2005,estimates,female,85_89,15022.092
900,2005,estimates,male,85_89,8038.996
900,2005,estimates,female,90_94,6099.671
900,2005,estimates,male,90_94,2424.938
900,2005,estimates,female,95_99,1379.627
900,2005,estimates,male,95_99,405.1
900,2005,estimates,female,100plus,172.085
900,2005,estimates,male,100plus,40.498
900,2010,estimates,female,0_4,314599.854
900,2010,estimates,male,0_4,337002.573
900,2010,estimates,female,5_9,297277.862
900,2010,estimates,male,5_9,318451.715
900,2010,estimates,female,10_14,288810.825
900,2010,estimates,male,10_14,308281.301
900,2010,estimates,female,15_19,293574.414
900,2010,estimates,male,15_19,311451.931
900,2010,estimates,female,20_24,301551.641
900,2010,estimates,male,20_24,315394.355
900,2010,estimates,female,25_29,274541.308
900,2010,estimates,male,25_29,284168.306
900,2010,estimates,female,30_34,249626.811
900,2010,estimates,male,30_34,257404.698
900,2010,estimates,female,35_39,242893.667
900,2010,estimates,male,35_39,250134.747
900,2010,estimates,female,40_44,230041.651
900,2010,estimates,male,40_44,234373.326
900,2010,estimates,female,45_49,205558.657
900,2010,estimates,male,45_49,208192.592
900,2010,estimates,female,50_54,177103.062
900,2010,estimates,male,50_54,176621.335
900,2010,estimates,female,55_59,157414.935
900,2010,estimates,male,55_59,154284.318
900,2010,estimates,female,60_64,122093.701
900,2010,estimates,male,60_64,115669.712
900,2010,estimates,female,65_69,92756.771
900,2010,estimates,male,65_69,85196.572
900,2010,estimates,female,70_74,78215.825
900,2010,estimates,male,70_74,67093.003
900,2010,estimates,female,75_79,57223.984
900,2010,estimates,male,75_79,44588.393
900,2010,estimates,female,80_84,38142.222
900,2010,estimates,male,80_84,25662.171
900,2010,estimates,female,85_89,19663.641
900,2010,estimates,male,85_89,10679.904
900,2010,estimates,female,90_94,6780.938
900,2010,estimates,male,90_94,2959.449
900,2010,estimates,female,95_99,1814.854
900,2010,estimates,male,95_99,570.748
900,2010,estimates,female,100plus,243.144
900,2010,estimates,male,100plus,58.293
900,2015,constant_fertility,female,0_4,325427.784
900,2015,constant_fertility,male,0_4,348221.888
900,2015,constant_mortality,female,0_4,325427.784
900,2015,constant_mortality,male,0_4,348221.888
900,2015,estimates,female,0_4,325427.784
900,2015,estimates,male,0_4,348221.888
900,2015,high_variant,female,0_4,325427.784
900,2015,high_variant,male,0_4,348221.888
900,2015,instant_replacement,female,0_4,325427.784
900,2015,instant_replacement,male,0_4,348221.888
900,2015,low_variant,female,0_4,325427.784
900,2015,low_variant,male,0_4,348221.888
900,2015,medium_variant,female,0_4,325427.784
900,2015,medium_variant,male,0_4,348221.888
900,2015,momentum,female,0_4,325427.784
900,2015,momentum,male,0_4,348221.888
900,2015,no_change,female,0_4,325427.784
900,2015,no_change,male,0_4,348221.888
900,2015,zero_migration,female,0_4,325427.784
900,2015,zero_migration,male,0_4,348221.888
900,2015,constant_fertility,female,5_9,311261.708
900,2015,constant_fertility,male,5_9,333213.905
900,2015,constant_mortality,female,5_9,311261.708
900,2015,constant_mortality,male,5_9,333213.905
900,2015,estimates,female,5_9,311261.708
900,2015,estimates,male,5_9,333213.905
900,2015,high_variant,female,5_9,311261.708
900,2015,high_variant,male,5_9,333213.905
900,2015,instant_replacement,female,5_9,311261.708
900,2015,instant_replacement,male,5_9,333213.905
900,2015,low_variant,female,5_9,311261.708
900,2015,low_variant,male,5_9,333213.905
900,2015,medium_variant,female,5_9,311261.708
900,2015,medium_variant,male,5_9,333213.905
900,2015,momentum,female,5_9,311261.708
900,2015,momentum,male,5_9,333213.905
900,2015,no_change,female,5_9,311261.708
900,2015,no_change,male,5_9,333213.905
900,2015,zero_migration,female,5_9,311261.708
900,2015,zero_migration,male,5_9,333213.905
900,2015,constant_fertility,female,10_14,295693.328
900,2015,constant_fertility,male,10_14,316713.711
900,2015,constant_mortality,female,10_14,295693.328
900,2015,constant_mortality,male,10_14,316713.711
900,2015,estimates,female,10_14,295693.328
900,2015,estimates,male,10_14,316713.711
900,2015,high_variant,female,10_14,295693.328
900,2015,high_variant,male,10_14,316713.711
900,2015,instant_replacement,female,10_14,295693.328
900,2015,instant_replacement,male,10_14,316713.711
900,2015,low_variant,female,10_14,295693.328
900,2015,low_variant,male,10_14,316713.711
900,2015,medium_variant,female,10_14,295693.328
900,2015,medium_variant,male,10_14,316713.711
900,2015,momentum,female,10_14,295693.328
900,2015,momentum,male,10_14,316713.711
900,2015,no_change,female,10_14,295693.328
900,2015,no_change,male,10_14,316713.711
900,2015,zero_migration,female,10_14,295693.328
900,2015,zero_migration,male,10_14,316713.711
900,2015,constant_fertility,female,15_19,287186.813
900,2015,constant_fertility,male,15_19,306451.943
900,2015,constant_mortality,female,15_19,287186.813
900,2015,constant_mortality,male,15_19,306451.943
900,2015,estimates,female,15_19,287186.813
900,2015,estimates,male,15_19,306451.943
900,2015,high_variant,female,15_19,287186.813
900,2015,high_variant,male,15_19,306451.943
900,2015,instant_replacement,female,15_19,287186.813
900,2015,instant_replacement,male,15_19,306451.943
900,2015,low_variant,female,15_19,287186.813
900,2015,low_variant,male,15_19,306451.943
900,2015,medium_variant,female,15_19,287186.813
900,2015,medium_variant,male,15_19,306451.943
900,2015,momentum,female,15_19,287186.813
900,2015,momentum,male,15_19,306451.943
900,2015,no_change,female,15_19,287186.813
900,2015,no_change,male,15_19,306451.943
900,2015,zero_migration,female,15_19,287186.813
900,2015,zero_migration,male,15_19,306451.943
900,2015,constant_fertility,female,20_24,291738.43
900,2015,constant_fertility,male,20_24,309128.417
900,2015,constant_mortality,female,20_24,291738.43
900,2015,constant_mortality,male,20_24,309128.417
900,2015,estimates,female,20_24,291738.43
900,2015,estimates,male,20_24,309128.417
900,2015,high_variant,female,20_24,291738.43
900,2015,high_variant,male,20_24,309128.417
900,2015,instant_replacement,female,20_24,291738.43
900,2015,instant_replacement,male,20_24,309128.417
900,2015,low_variant,female,20_24,291738.43
900,2015,low_variant,male,20_24,309128.417
900,2015,medium_variant,female,20_24,291738.43
900,2015,medium_variant,male,20_24,309128.417
900,2015,momentum,female,20_24,291738.43
900,2015,momentum,male,20_24,309128.417
900,2015,no_change,female,20_24,291738.43
900,2015,no_change,male,20_24,309128.417
900,2015,zero_migration,female,20_24,291738.43
900,2015,zero_migration,male,20_24,309128.417
900,2015,constant_fertility,female,25_29,299654.553
900,2015,constant_fertility,male,25_29,312748.131
900,2015,constant_mortality,female,25_29,299654.553
900,2015,constant_mortality,male,25_29,312748.131
900,2015,estimates,female,25_29,299654.553
900,2015,estimates,male,25_29,312748.131
900,2015,high_variant,female,25_29,299654.553
900,2015,high_variant,male,25_29,312748.131
900,2015,instant_replacement,female,25_29,299654.553
900,2015,instant_replacement,male,25_29,312748.131
900,2015,low_variant,female,25_29,299654.553
900,2015,low_variant,male,25_29,312748.131
900,2015,medium_variant,female,25_29,299654.553
900,2015,medium_variant,male,25_29,312748.131
900,2015,momentum,female,25_29,299654.553
900,2015,momentum,male,25_29,312748.131
900,2015,no_change,female,25_29,299654.553
900,2015,no_change,male,25_29,312748.131
900,2015,zero_migration,female,25_29,299654.553
900,2015,zero_migration,male,25_29,312748.131
900,2015,constant_fertility,female,30_34,272347.803
900,2015,constant_fertility,male,30_34,280851.865
900,2015,constant_mortality,female,30_34,272347.803
900,2015,constant_mortality,male,30_34,280851.865
900,2015,estimates,female,30_34,272347.803
900,2015,estimates,male,30_34,280851.865
900,2015,high_variant,female,30_34,272347.803
900,2015,high_variant,male,30_34,280851.865
900,2015,instant_replacement,female,30_34,272347.803
900,2015,instant_replacement,male,30_34,280851.865
900,2015,low_variant,female,30_34,272347.803
900,2015,low_variant,male,30_34,280851.865
900,2015,medium_variant,female,30_34,272347.803
900,2015,medium_variant,male,30_34,280851.865
900,2015,momentum,female,30_34,272347.803
900,2015,momentum,male,30_34,280851.865
900,2015,no_change,female,30_34,272347.803
900,2015,no_change,male,30_34,280851.865
900,2015,zero_migration,female,30_34,272347.803
900,2015,zero_migration,male,30_34,280851.865
900,2015,constant_fertility,female,35_39,247167.052
900,2015,constant_fertility,male,35_39,253649.575
900,2015,constant_mortality,female,35_39,247167.052
900,2015,constant_mortality,male,35_39,253649.575
900,2015,estimates,female,35_39,247167.052
900,2015,estimates,male,35_39,253649.575
900,2015,high_variant,female,35_39,247167.052
900,2015,high_variant,male,35_39,253649.575
900,2015,instant_replacement,female,35_39,247167.052
900,2015,instant_replacement,male,35_39,253649.575
900,2015,low_variant,female,35_39,247167.052
900,2015,low_variant,male,35_39,253649.575
900,2015,medium_variant,female,35_39,247167.052
900,2015,medium_variant,male,35_39,253649.575
900,2015,momentum,female,35_39,247167.052
900,2015,momentum,male,35_39,253649.575
900,2015,no_change,female,35_39,247167.052
900,2015,no_change,male,35_39,253649.575
900,2015,zero_migration,female,35_39,247167.052
900,2015,zero_migration,male,35_39,253649.575
900,2015,constant_fertility,female,40_44,240166.897
900,2015,constant_fertility,male,40_44,246005.422
900,2015,constant_mortality,female,40_44,240166.897
900,2015,constant_mortality,male,40_44,246005.422
900,2015,estimates,female,40_44,240166.897
900,2015,estimates,male,40_44,246005.422
900,2015,high_variant,female,40_44,240166.897
900,2015,high_variant,male,40_44,246005.422
900,2015,instant_replacement,female,40_44,240166.897
900,2015,instant_replacement,male,40_44,246005.422
900,2015,low_variant,female,40_44,240166.897
900,2015,low_variant,male,40_44,246005.422
900,2015,medium_variant,female,40_44,240166.897
900,2015,medium_variant,male,40_44,246005.422
900,2015,momentum,female,40_44,240166.897
900,2015,momentum,male,40_44,246005.422
900,2015,no_change,female,40_44,240166.897
900,2015,no_change,male,40_44,246005.422
900,2015,zero_migration,female,40_44,240166.897
900,2015,zero_migration,male,40_44,246005.422
900,2015,constant_fertility,female,45_49,226750.11
900,2015,constant_fertility,male,45_49,229156.317
900,2015,constant_mortality,female,45_49,226750.11
900,2015,constant_mortality,male,45_49,229156.317
900,2015,estimates,female,45_49,226750.11
900,2015,estimates,male,45_49,229156.317
900,2015,high_variant,female,45_49,226750.11
900,2015,high_variant,male,45_49,229156.317
900,2015,instant_replacement,female,45_49,226750.11
900,2015,instant_replacement,male,45_49,229156.317
900,2015,low_variant,female,45_49,226750.11
900,2015,low_variant,male,45_49,229156.317
900,2015,medium_variant,female,45_49,226750.11
900,2015,medium_variant,male,45_49,229156.317
900,2015,momentum,female,45_49,226750.11
900,2015,momentum,male,45_49,229156.317
900,2015,no_change,female,45_49,226750.11
900,2015,no_change,male,45_49,229156.317
900,2015,zero_migration,female,45_49,226750.11
900,2015,zero_migration,male,45_49,229156.317
900,2015,constant_fertility,female,50_54,201602.819
900,2015,constant_fertility,male,50_54,201640.524
900,2015,constant_mortality,female,50_54,201602.819
900,2015,constant_mortality,male,50_54,201640.524
900,2015,estimates,female,50_54,201602.819
900,2015,estimates,male,50_54,201640.524
900,2015,high_variant,female,50_54,201602.819
900,2015,high_variant,male,50_54,201640.524
900,2015,instant_replacement,female,50_54,201602.819
900,2015,instant_replacement,male,50_54,201640.524
900,2015,low_variant,female,50_54,201602.819
900,2015,low_variant,male,50_54,201640.524
900,2015,medium_variant,female,50_54,201602.819
900,2015,medium_variant,male,50_54,201640.524
900,2015,momentum,female,50_54,201602.819
900,2015,momentum,male,50_54,201640.524
